#timestamp,tobii_system_timestamp,toii_device_timestamp,gaze_x,gaze_y,pupil_diameter,left_gaze_origin_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_user_coordinate_system,left_gaze_point_in_user_coordinate_system,left_gaze_point_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_x,left_gaze_y,left_pupil_validity,left_pupil,right_gaze_origin_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_user_coordinate_system,right_gaze_point_in_user_coordinate_system,right_gaze_point_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_x,right_gaze_y,right_pupil_validity,right_pupil
1644834364117.817,148692585324,11528984468,969.351139,681.692255,2.548859,1,-67.703377,50.192703,537.943604,1.853213,147.441772,0.664533,0.326559,0.503578,0.570783,1,2.505508,1,-3.225286,42.618946,541.559570,3.192495,149.088303,0.493931,0.355197,0.506163,0.565371,1,2.592209
1644834364129.8179,148692596427,11528995571,970.404224,678.339994,2.552986,1,-67.665512,50.231422,537.966003,1.901039,148.542084,0.664425,0.326431,0.503670,0.567166,1,2.503281,1,-3.178651,42.655819,541.580078,3.712932,149.687759,0.493808,0.355074,0.507168,0.563400,1,2.602692
1644834364140.8132,148692607530,11529006674,971.162453,672.784245,2.554863,1,-67.572517,50.305016,537.964661,2.361599,151.384766,0.664178,0.326172,0.504559,0.557822,1,2.508057,1,-3.127785,42.699192,541.568726,3.661485,149.662064,0.493674,0.354920,0.507069,0.563485,1,2.601669
1644834364150.822,148692618634,11529017778,971.692486,666.315079,2.550636,1,-67.534912,50.339779,537.999268,2.597182,153.025009,0.664067,0.326062,0.505014,0.552431,1,2.501053,1,-3.078804,42.726616,541.610962,3.711937,151.301956,0.493545,0.354836,0.507166,0.558094,1,2.600220
1644834364162.858,148692629737,11529028881,973.758659,667.168736,2.554237,1,-67.503532,50.364529,538.059265,3.492780,152.226730,0.663963,0.325995,0.506743,0.555055,1,2.511932,1,-3.031994,42.744846,541.684326,3.931196,151.667404,0.493421,0.354793,0.507589,0.556893,1,2.596542
1644834364174.856,148692640840,11529039984,970.994682,666.060984,2.559082,1,-67.458000,50.403217,538.252136,2.368718,152.364456,0.663779,0.325923,0.504573,0.554602,1,2.522629,1,-2.984971,42.756184,541.807922,3.563842,152.091339,0.493295,0.354788,0.506880,0.555500,1,2.595535
1644834364183.857,148692651943,11529051087,969.805012,664.676285,2.592888,1,-67.450768,50.413090,538.342651,1.678356,152.494110,0.663729,0.325918,0.503240,0.554176,1,2.583542,1,-2.945400,42.767033,541.896606,3.612298,152.663788,0.493190,0.354775,0.506974,0.553618,1,2.602234
1644834364195.8562,148692663046,11529062190,969.540710,663.228822,2.594284,1,-67.428093,50.427876,538.420898,1.262127,152.431015,0.663643,0.325893,0.502437,0.554383,1,2.585556,1,-2.909821,42.771545,541.970093,3.885899,153.460815,0.493096,0.354780,0.507502,0.550998,1,2.603012
1644834364207.857,148692674149,11529073293,973.389244,665.565455,2.598030,1,-67.401573,50.465076,538.551636,2.846323,151.315826,0.663530,0.325805,0.505495,0.558049,1,2.587463,1,-2.876811,42.778316,542.032593,4.378331,153.391220,0.493008,0.354774,0.508452,0.551227,1,2.608597
1644834364217.856,148692685252,11529084396,975.178528,667.045391,2.571236,1,-67.394806,50.469715,538.540955,3.117994,151.219498,0.663515,0.325785,0.506019,0.558365,1,2.530334,1,-2.858292,42.787334,542.109131,5.072142,152.737167,0.492958,0.354764,0.509792,0.553377,1,2.612137
1644834364228.858,148692696356,11529095499,973.288765,665.604222,2.572853,1,-67.384506,50.478313,538.583252,2.046629,152.358215,0.663474,0.325769,0.503951,0.554622,1,2.527649,1,-2.837529,42.795341,542.162903,5.123817,152.329193,0.492903,0.354751,0.509892,0.554718,1,2.618057
1644834364240.8591,148692707460,11529106603,972.860413,663.504589,2.575188,1,-67.364014,50.487507,538.573792,1.439989,152.791718,0.663423,0.325734,0.502780,0.553198,1,2.533783,1,-2.827682,42.798931,542.152588,5.499299,152.960297,0.492877,0.354736,0.510616,0.552643,1,2.616592
1644834364250.8608,148692718563,11529117706,972.712498,665.148640,2.573570,1,-67.365623,50.500015,538.590332,1.497926,151.614212,0.663421,0.325696,0.502892,0.557068,1,2.530884,1,-2.822198,42.808838,542.172302,5.361573,153.304199,0.492863,0.354707,0.510350,0.551513,1,2.616257
1644834364262.869,148692729666,11529128809,974.608383,664.793873,2.574112,1,-67.369125,50.504440,538.560608,2.361063,150.719376,0.663440,0.325670,0.504558,0.560009,1,2.535156,1,-2.829026,42.813953,542.129028,5.521410,154.378891,0.492881,0.354677,0.510659,0.547980,1,2.613068
1644834364273.8572,148692740769,11529139912,977.886429,663.362110,2.571968,1,-67.396217,50.521656,538.542053,4.282573,150.431244,0.663518,0.325603,0.508267,0.560956,1,2.528427,1,-2.831416,42.820133,542.118164,5.368652,155.393036,0.492887,0.354652,0.510364,0.544647,1,2.615509
1644834364283.8591,148692751872,11529151015,978.060608,661.610270,2.568428,1,-67.405914,50.527435,538.531494,3.902508,151.929230,0.663547,0.325579,0.507534,0.556033,1,2.519882,1,-2.842950,42.843578,542.104065,5.842712,154.783310,0.492918,0.354566,0.511279,0.546651,1,2.616974
1644834364295.858,148692762975,11529162118,977.782917,664.302957,2.574974,1,-67.422585,50.539299,538.578613,4.542786,151.660339,0.663575,0.325552,0.508770,0.556916,1,2.524353,1,-2.845711,42.872292,542.171387,5.052626,153.686890,0.492924,0.354485,0.509754,0.550255,1,2.625595
