#timestamp,date_time,label
1645189493140,2022-02-18_15-04-53.140591,1
1645189534143,2022-02-18_15-05-34.143578,2
1645189573918,2022-02-18_15-06-13.918228,3
1645189617021,2022-02-18_15-06-57.021808,4
1645189665049,2022-02-18_15-07-45.049760,5
1645189717541,2022-02-18_15-08-37.541663,6
1645189746140,2022-02-18_15-09-06.140128,7
