#timestamp,date_time,label
1644842319389,2022-02-14_14-38-39.389135,1
1644842360503,2022-02-14_14-39-20.503582,2
1644842387573,2022-02-14_14-39-47.573242,3
1644842414191,2022-02-14_14-40-14.191668,4
1644842428231,2022-02-14_14-40-28.231544,5
1644842450125,2022-02-14_14-40-50.125696,6
1644842482343,2022-02-14_14-41-22.343558,7
1644842504402,2022-02-14_14-41-44.402341,8
