#timestamp,date_time,label
1645441173273,2022-02-21_12-59-33.273815,1
1645441207393,2022-02-21_13-00-07.393353,2
1645441236094,2022-02-21_13-00-36.094832,3
1645441268538,2022-02-21_13-01-08.538153,4
1645441295563,2022-02-21_13-01-35.563149,5
1645441327962,2022-02-21_13-02-07.962774,6
1645441368059,2022-02-21_13-02-48.059190,7
1645441392021,2022-02-21_13-03-12.021681,8
