#timestamp,tobii_system_timestamp,toii_device_timestamp,gaze_x,gaze_y,pupil_diameter,left_gaze_origin_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_user_coordinate_system,left_gaze_point_in_user_coordinate_system,left_gaze_point_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_x,left_gaze_y,left_pupil_validity,left_pupil,right_gaze_origin_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_user_coordinate_system,right_gaze_point_in_user_coordinate_system,right_gaze_point_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_x,right_gaze_y,right_pupil_validity,right_pupil
1645097450778.579,411866868839,3743182557,959.744225,757.203197,2.491325,1,-74.659592,-0.169005,584.698975,-4.518799,130.400772,0.667736,0.504182,0.491276,0.626797,1,2.489853,1,-12.056627,-4.376132,589.397827,4.380832,127.842033,0.515025,0.518462,0.508457,0.635208,1,2.492798
1645097450789.0662,411866879943,3743193661,959.345999,760.042691,2.495872,1,-74.681465,-0.168643,584.764832,-4.577914,128.542831,0.667769,0.504181,0.491162,0.632904,1,2.500092,1,-12.078257,-4.376338,589.467407,4.225111,128.260193,0.515074,0.518460,0.508156,0.633833,1,2.491653
1645097450800.73,411866891046,3743204764,954.825153,758.259952,2.487473,1,-74.690384,-0.162303,584.764404,-5.336920,128.450211,0.667791,0.504160,0.489697,0.633209,1,2.498734,1,-12.089696,-4.367183,589.467773,2.544688,129.256821,0.515101,0.518431,0.504912,0.630558,1,2.476212
1645097450811.776,411866902149,3743215867,955.419302,758.976746,2.482193,1,-74.696144,-0.144068,584.765442,-5.318044,126.524399,0.667805,0.504101,0.489733,0.639539,1,2.499710,1,-12.092677,-4.352784,589.469360,2.846409,130.819153,0.515108,0.518384,0.505495,0.625422,1,2.464676
1645097450822.361,411866913252,3743226970,957.406912,755.895567,2.465836,1,-74.694443,-0.123889,584.735107,-5.387447,128.247681,0.667810,0.504035,0.489599,0.633875,1,2.477722,1,-12.091905,-4.328125,589.438293,3.988294,130.658157,0.515108,0.518306,0.507699,0.625951,1,2.453949
1645097450834.445,411866924356,3743238073,959.264975,757.870781,2.467644,1,-74.688881,-0.114886,584.713196,-4.728663,128.827408,0.667803,0.504006,0.490871,0.631969,1,2.479080,1,-12.082310,-4.295064,589.414246,4.332094,129.076904,0.515085,0.518200,0.508363,0.631149,1,2.456207
1645097450845.204,411866935459,3743249176,962.830124,751.833200,2.460396,1,-74.669250,-0.088562,584.682800,-4.454920,130.533310,0.667764,0.503921,0.491400,0.626362,1,2.470078,1,-12.083359,-4.277473,589.384094,5.982027,130.432358,0.515089,0.518144,0.511548,0.626693,1,2.450714
1645097450855.8608,411866946562,3743260279,963.298388,754.383123,2.461952,1,-74.654434,-0.061917,584.661377,-3.277115,128.964966,0.667734,0.503834,0.493673,0.631517,1,2.481110,1,-12.075314,-4.246427,589.361389,5.056926,130.707764,0.515070,0.518044,0.509762,0.625788,1,2.442795
1645097450867.909,411866957665,3743271382,965.745535,755.452752,2.460381,1,-74.640617,-0.028668,584.639709,-2.416723,128.290817,0.667707,0.503727,0.495334,0.633733,1,2.475555,1,-12.070007,-4.229471,589.336121,5.516961,130.839569,0.515059,0.517991,0.510650,0.625355,1,2.445206
1645097450878.627,411866968769,3743282486,964.080706,757.525671,2.468491,1,-74.630127,-0.002506,584.622375,-3.227519,127.937607,0.667687,0.503642,0.493769,0.634894,1,2.490570,1,-12.060989,-4.212129,589.318787,5.429439,130.141708,0.515038,0.517935,0.510481,0.627649,1,2.446411
1645097450889.513,411866979872,3743293589,961.770201,763.533068,2.466476,1,-74.613281,0.017303,584.570496,-4.434201,125.271095,0.667661,0.503577,0.491440,0.643659,1,2.487488,1,-12.057176,-4.214985,589.262573,5.389432,129.762177,0.515031,0.517946,0.510404,0.628896,1,2.445465
1645097450900.855,411866990975,3743304692,961.332664,765.734553,2.460510,1,-74.601570,0.018351,584.518066,-4.353023,124.650993,0.667649,0.503574,0.491596,0.645697,1,2.480652,1,-12.054079,-4.224707,589.203308,5.072110,129.266083,0.515027,0.517978,0.509792,0.630527,1,2.440369
1645097450911.823,411867002078,3743315795,963.818750,762.728655,2.445320,1,-74.590187,-0.000899,584.463013,-4.154022,125.394356,0.667639,0.503637,0.491981,0.643254,1,2.465240,1,-12.053630,-4.250186,589.153870,6.214557,130.046844,0.515028,0.518062,0.511997,0.627961,1,2.425400
1645097450922.593,411867013182,3743326898,965.739956,755.439556,2.441093,1,-74.581718,-0.030670,584.415039,-4.090967,128.260666,0.667633,0.503733,0.492102,0.633832,1,2.461990,1,-12.051297,-4.285595,589.103516,7.188161,130.876434,0.515026,0.518177,0.513877,0.625234,1,2.420197
1645097450933.893,411867024285,3743338001,963.889503,753.111756,2.441055,1,-74.571793,-0.053992,584.368713,-5.107780,129.571609,0.667624,0.503809,0.490139,0.629523,1,2.460785,1,-12.050287,-4.313915,589.053284,7.206546,130.745712,0.515026,0.518269,0.513912,0.625664,1,2.421326
1645097450944.928,411867035388,3743349104,963.912449,759.554601,2.446159,1,-74.563560,-0.063776,584.311768,-3.840377,128.402939,0.667622,0.503841,0.492586,0.633364,1,2.465622,1,-12.045027,-4.324236,589.001526,5.951474,128.647629,0.515016,0.518304,0.511489,0.632560,1,2.426697
1645097450955.62,411867046491,3743360207,963.386221,761.035573,2.445938,1,-74.550507,-0.077899,584.265198,-4.112168,127.940933,0.667604,0.503887,0.492061,0.634883,1,2.469437,1,-12.044890,-4.346268,588.951599,5.939395,128.358673,0.515018,0.518376,0.511466,0.633510,1,2.422440
