#timestamp,tobii_system_timestamp,toii_device_timestamp,gaze_x,gaze_y,pupil_diameter,left_gaze_origin_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_user_coordinate_system,left_gaze_point_in_user_coordinate_system,left_gaze_point_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_x,left_gaze_y,left_pupil_validity,left_pupil,right_gaze_origin_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_user_coordinate_system,right_gaze_point_in_user_coordinate_system,right_gaze_point_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_x,right_gaze_y,right_pupil_validity,right_pupil
1645170542899.198,7416467818,2168964333,930.395908,714.602172,2.319641,1,-30.031668,42.960228,797.148865,-11.278169,137.146210,0.539201,0.401994,0.478227,0.604625,1,2.335556,1,34.708878,40.161278,796.793579,-4.695651,142.697144,0.423643,0.409213,0.490935,0.586379,1,2.303726
1645170542910.217,7416478922,2168975437,919.619265,708.537126,2.328217,1,-30.152311,43.009289,797.282715,-14.599844,139.579391,0.539407,0.401893,0.471815,0.596627,1,2.342865,1,34.635826,40.220161,796.889648,-7.188882,143.339172,0.423781,0.409084,0.486122,0.584268,1,2.313568
1645170542921.292,7416490025,2168986540,889.536238,664.631152,2.328133,1,-30.276649,43.107563,797.503479,-22.973047,150.936417,0.539613,0.401686,0.455650,0.559296,1,2.329895,1,34.477844,40.358578,797.158386,-15.047934,154.244308,0.424083,0.408785,0.470950,0.548423,1,2.326370
1645170542932.2761,7416501128,2168997643,831.681089,580.401188,2.334969,1,-30.435570,43.304249,797.477722,-40.380379,171.183624,0.539897,0.401214,0.422046,0.492743,1,2.327759,1,34.169094,40.635342,797.160767,-28.858343,176.705307,0.424632,0.408124,0.444289,0.474593,1,2.342178
1645170542943.6172,7416512231,2169008746,796.459064,507.058024,2.322762,1,-30.597235,43.485306,797.251648,-52.751522,194.500473,0.540200,0.400752,0.398163,0.416099,1,2.300552,1,33.981094,40.796776,797.012878,-35.492397,190.576553,0.424955,0.407721,0.431482,0.428997,1,2.344971
1645170542954.777,7416523335,2169019849,778.719406,472.293359,2.325836,1,-30.697733,43.573139,796.949097,-54.975792,201.952347,0.540399,0.400503,0.393869,0.391605,1,2.299393,1,33.787720,40.938801,796.661255,-42.840176,200.751877,0.425272,0.407338,0.417297,0.395551,1,2.352280
1645170542965.519,7416534438,2169030952,775.467224,466.423184,2.343307,1,-30.854601,43.656319,796.966797,-53.609177,202.292664,0.540678,0.400306,0.396507,0.390486,1,2.323486,1,33.635868,41.065998,796.668579,-45.961578,203.387985,0.425543,0.407035,0.411271,0.386886,1,2.363129
1645170542976.531,7416545541,2169042055,772.183342,465.806025,2.342010,1,-31.004200,43.726933,797.082092,-54.013134,202.205292,0.540936,0.400151,0.395728,0.390773,1,2.324509,1,33.543259,41.142818,796.769043,-47.329605,203.788284,0.425716,0.406864,0.408630,0.385570,1,2.359512
1645170542988.515,7416556644,2169053158,772.531700,462.773019,2.338112,1,-31.122953,43.780743,797.207275,-54.129387,202.306290,0.541139,0.400039,0.395503,0.390441,1,2.331131,1,33.413570,41.251152,796.952393,-47.025391,205.225174,0.425960,0.406627,0.409217,0.380847,1,2.345093
1645170542999.1409,7416567748,2169064262,773.455267,466.026574,2.347694,1,-31.276333,43.835423,797.269226,-52.873837,201.729645,0.541409,0.399915,0.397927,0.392337,1,2.344528,1,33.296597,41.349846,797.021729,-47.782619,204.152161,0.426174,0.406400,0.407756,0.384374,1,2.350861
