#timestamp,tobii_system_timestamp,toii_device_timestamp,gaze_x,gaze_y,pupil_diameter,left_gaze_origin_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_user_coordinate_system,left_gaze_point_in_user_coordinate_system,left_gaze_point_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_x,left_gaze_y,left_pupil_validity,left_pupil,right_gaze_origin_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_user_coordinate_system,right_gaze_point_in_user_coordinate_system,right_gaze_point_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_x,right_gaze_y,right_pupil_validity,right_pupil
1644842815280.999,157143726786,19979755126,493.281312,774.718380,2.849686,1,-49.452606,0.647172,795.270447,-122.174500,118.799126,0.574397,0.502538,0.264142,0.664932,1,2.817184,1,16.201612,-7.096805,796.680786,-129.659119,130.562729,0.456972,0.521553,0.249693,0.626265,1,2.882187
1644842815281.9941,157143737889,19979766229,490.366802,781.059229,2.857796,1,-49.392685,0.677728,795.323914,-125.115807,117.043587,0.574284,0.502466,0.258464,0.670703,1,2.815491,1,16.245188,-7.090111,796.717712,-128.290421,129.103226,0.456895,0.521536,0.252335,0.631062,1,2.900101
1644842815281.9941,157143748992,19979777332,495.691910,785.767186,2.856888,1,-49.362659,0.695581,795.367615,-125.007454,117.372406,0.574225,0.502424,0.258673,0.669622,1,2.808029,1,16.279236,-7.051986,796.775452,-125.525444,126.387260,0.456836,0.521445,0.257673,0.639990,1,2.905746
1644842815281.9941,157143760095,19979788435,502.014484,785.100853,2.851601,1,-49.327045,0.726227,795.335449,-123.911972,118.696465,0.574164,0.502351,0.260788,0.665270,1,2.799042,1,16.316952,-7.003907,796.739258,-123.209373,125.401062,0.456767,0.521331,0.262144,0.643232,1,2.904160
1644842815281.9941,157143771199,19979799538,503.214569,775.953054,2.846672,1,-49.311813,0.764536,795.343872,-121.281120,123.073494,0.574136,0.502260,0.265867,0.650882,1,2.800171,1,16.345470,-6.954945,796.744446,-125.192657,125.662308,0.456716,0.521215,0.258315,0.642373,1,2.893173
1644842815288.996,157143782302,19979810641,502.759609,773.242450,2.849197,1,-49.308132,0.809454,795.348083,-120.734581,122.911850,0.574129,0.502152,0.266922,0.651414,1,2.804123,1,16.361893,-6.901886,796.749207,-125.984726,127.198372,0.456687,0.521088,0.256786,0.637324,1,2.894272
1644842815298.9941,157143793405,19979821744,501.313305,777.847445,2.853897,1,-49.310654,0.877297,795.322998,-120.880775,122.232323,0.574135,0.501990,0.266639,0.653647,1,2.810318,1,16.362865,-6.839270,796.723267,-126.618935,125.543007,0.456684,0.520940,0.255562,0.642765,1,2.897476
1644842815310.993,157143804508,19979832847,502.678986,777.027547,2.861702,1,-49.327530,0.923425,795.328979,-122.210945,122.957947,0.574165,0.501880,0.264071,0.651262,1,2.819122,1,16.342485,-6.796862,796.727173,-124.551811,125.233063,0.456720,0.520838,0.259552,0.643784,1,2.904282
1644842815321.801,157143815612,19979843951,498.414459,774.906492,2.857025,1,-49.344170,0.938453,795.339233,-124.183891,123.513969,0.574193,0.501844,0.260263,0.649435,1,2.819229,1,16.313021,-6.768964,796.742554,-124.879959,125.752525,0.456773,0.520772,0.258919,0.642076,1,2.894821
1644842815331.804,157143826715,19979855054,497.142878,771.972191,2.863998,1,-49.372944,0.949325,795.382019,-124.620018,123.476540,0.574240,0.501818,0.259421,0.649558,1,2.830963,1,16.288479,-6.757699,796.787903,-125.129959,127.277786,0.456819,0.520744,0.258436,0.637063,1,2.897034
1644842815343.801,157143837818,19979866157,494.172707,779.353523,2.860718,1,-49.399403,0.939461,795.314697,-124.818306,120.211868,0.574295,0.501841,0.259038,0.660289,1,2.827698,1,16.277519,-6.764841,796.739075,-126.534317,126.799767,0.456836,0.520761,0.255725,0.638634,1,2.893738
1644842815354.803,157143848922,19979877260,493.950520,783.072567,2.870453,1,-49.406872,0.906984,795.241699,-124.195511,119.414276,0.574317,0.501918,0.260240,0.662910,1,2.832794,1,16.276226,-6.804003,796.639282,-127.276978,125.711662,0.456835,0.520857,0.254291,0.642211,1,2.908112
1644842815365.8271,157143860025,19979888363,502.788506,781.120420,2.875710,1,-49.393333,0.845318,795.179260,-122.399200,120.310249,0.574300,0.502066,0.263708,0.659965,1,2.837326,1,16.283518,-6.846487,796.573608,-124.304497,125.805527,0.456820,0.520959,0.260030,0.641902,1,2.914093
1644842815377.802,157143871128,19979899466,516.000710,773.643816,2.884727,1,-49.352039,0.765094,795.004883,-117.767937,121.969414,0.574246,0.502257,0.272649,0.654512,1,2.844223,1,16.303602,-6.897301,796.443726,-121.806656,127.937286,0.456780,0.521083,0.264852,0.634895,1,2.925232
1644842815388.802,157143882231,19979910569,522.374897,771.802926,2.884911,1,-49.315701,0.730646,794.884277,-116.462601,121.727188,0.574194,0.502339,0.275169,0.655308,1,2.850235,1,16.343073,-6.932786,796.274292,-119.672615,129.112930,0.456703,0.521172,0.268972,0.631030,1,2.919586
1644842815398.802,157143893334,19979921672,524.006138,771.932709,2.881805,1,-49.277092,0.697152,794.685425,-115.422531,120.902786,0.574147,0.502419,0.277177,0.658018,1,2.846817,1,16.382069,-6.965912,796.062500,-119.832466,129.871521,0.456626,0.521255,0.268663,0.628537,1,2.916794
1644842815410.801,157143904438,19979932776,524.105186,774.525583,2.875374,1,-49.245186,0.685084,794.630432,-114.536209,120.094246,0.574096,0.502448,0.278888,0.660675,1,2.837982,1,16.415522,-6.969814,796.020874,-120.665359,129.365387,0.456565,0.521266,0.267055,0.630201,1,2.912766
