#timestamp,date_time,label
1644579075408,2022-02-11_13-31-15.408822,1
1644579104581,2022-02-11_13-31-44.581954,2
1644579135810,2022-02-11_13-32-15.810939,3
1644579164783,2022-02-11_13-32-44.783918,4
1644579179983,2022-02-11_13-32-59.983095,5
1644579206770,2022-02-11_13-33-26.770067,6
1644579248337,2022-02-11_13-34-08.337788,7
1644579272220,2022-02-11_13-34-32.220550,8
