,participant,document,paragraph,Unnamed: 0,#timestamp,fixation_x,fixation_y,fixation_duration,saccade_length,saccade_angle,saccade_velocity
0,P01,D08,p5,0,1644575130471.67,677.7670117826086,400.3841072173913,233.004150390625,364.6972991374346,0.4222497085429983,10.72739253051635
1,P01,D08,p5,1,1644575130726.677,612.6175052564103,136.23891525641025,411.405029296875,272.06091346739004,-1.8126127733766628,12.364758572216386
2,P01,D08,p5,2,1644575131182.082,663.0656528,431.45864504,254.996826171875,299.499089220778,1.401547720262253,6.806797482290409
3,P01,D08,p5,3,1644575131471.08,512.5778801999999,296.68017769999994,88.007080078125,202.01931828572435,-2.411207849476312,5.941531336466313
4,P01,D08,p5,4,1644575131582.088,,,1198.713134765625,,,
5,P01,D08,p5,5,1644575132813.7988,605.5667311538463,127.95620730769232,289.276123046875,,,
6,P01,D08,p5,6,1644575133136.075,410.8471737666667,248.8165000333333,310.76611328125,229.17878694762905,2.586099371375384,6.944811725685729
7,P01,D08,p5,7,1644575133468.842,391.5506009333333,252.2472574666667,694.14404296875,19.59917905623884,2.9656401882866885,0.8908322319494241
8,P01,D08,p5,8,1644575134163.9868,461.7996219587629,254.1353777319588,1026.689208984375,70.27439045034436,0.0268710620344581,70.22295762005623
9,P01,D08,p5,9,1644575135212.6729,540.2365175590552,252.0822306692913,1509.51708984375,78.46376236373128,-0.0261698059353075,3.5670492529533435
10,P01,D08,p5,10,1644575136744.2031,617.34353452,254.62147704,256.148681640625,77.14881617203595,0.032919559674849,3.504664186507766
11,P01,D08,p5,11,1644575137022.351,708.5975371818183,257.484618469697,710.77880859375,91.29890788311536,0.0313652265834288,4.1500885226696616
12,P01,D08,p5,12,1644575137755.13,,,2997.983154296875,,,
13,P01,D08,p5,13,1644575140775.113,878.0638206111112,258.4420775740741,577.200927734375,,,
14,P01,D08,p5,14,1644575141374.326,946.0509114516128,253.0053542580645,809.674072265625,68.20412363903996,-0.0797971899698113,3.09850257234844
15,P01,D08,p5,15,1644575142184.997,1026.464355304348,257.1289288695653,166.998779296875,80.5191022045925,0.0512347892311718,80.75569114348944
16,P01,D08,p5,16,1644575142407.01,348.9188869772727,282.375109375,956.06591796875,678.0156571058435,3.1043486493425165,12.324384398128744
17,P01,D08,p5,17,1644575143384.074,406.31809382733815,276.5587937697842,1521.361083984375,57.69314061685392,-0.1009862408202588,2.7475479486400527
