,participant,document,paragraph,Unnamed: 0,#timestamp,fixation_x,fixation_y,fixation_duration,saccade_length,saccade_angle,saccade_velocity
0,P03,D03,p2,0,1644581316387.394,,,432.989990234375,,,
1,P03,D03,p2,1,1644581316854.384,574.1124419333333,296.6021389999999,310.1748046875,,,
2,P03,D03,p2,2,1644581317187.5588,413.7683669583333,303.68347929166663,509.176025390625,160.50036685289797,3.097457927423059,6.978276819691216
3,P03,D03,p2,3,1644581317720.735,203.53276839024392,284.49534875609754,431.890869140625,211.10942958269973,-3.050575169450392,8.796136753682296
4,P03,D03,p2,4,1644581318174.783,236.27889962903225,292.92352745967736,1366.111083984375,33.81335989468402,0.2519118052489251,1.5260814514751335
5,P03,D03,p2,5,1644581319562.894,,,1032.122802734375,,,
6,P03,D03,p2,6,1644581320618.016,414.5953335,264.16008386666664,976.197998046875,,,
7,P03,D03,p2,7,1644581321617.213,475.251781,268.9055770666666,143.998046875,60.84179754931229,0.07807655596835,2.64543594961926
8,P03,D03,p2,8,1644581321784.211,226.24456240625,283.43574071875,332.39111328125,249.43079314220992,3.083306369327006,10.844817093139564
9,P03,D03,p2,9,1644581322160.598,555.5555301836735,289.2481467755102,522.76806640625,329.36225886198906,0.0176483723869792,7.486212035596327
10,P03,D03,p2,10,1644581322705.366,633.7793643186812,285.98924084615385,987.408935546875,78.29168981850886,-0.0416372129045517,3.5587131735685844
11,P03,D03,p2,11,1644581323715.775,771.8625092121213,285.9891121818182,343.802978515625,138.08314489349996,-9.317888562518516e-07,6.0036149953695634
12,P03,D03,p2,12,1644581324082.584,829.7903375000001,281.64063350000004,110.02001953125,58.090813017173375,-0.0749266510652791,2.5250174579854416
13,P03,D03,p2,13,1644581324248.603,216.97963735555555,302.6654149333333,476.8369140625,613.1712612686963,3.107297335501589,10.949677755596062
14,P03,D03,p2,14,1644581324758.441,371.3910941304348,281.26574956521745,233.456298828125,155.88727870229738,-0.1377113914077902,4.723717142341684
15,P03,D03,p2,15,1644581325015.799,,,275.6669921875,,,
16,P03,D03,p2,16,1644581325315.4668,538.8219956481481,291.8215158148148,575.569091796875,,,
17,P03,D03,p2,17,1644581325914.3628,619.5637682073173,301.9344210365854,889.54638671875,81.37262861688266,0.1246011189717543,3.488359517460008
18,P03,D03,p2,18,1644581326824.359,734.0727587272727,305.0900306753247,977.364013671875,114.55246301189402,0.0275507728026415,5.60166768339722
19,P03,D03,p2,19,1644581327822.735,804.5661877272727,304.1340832727273,100.2177734375,70.49991040855707,-0.0135599704047805,3.355188262884876
20,P03,D03,p2,20,1644581327978.955,199.10263243333333,327.0713138666667,310.509033203125,605.8978736854065,3.1037270102735333,10.819180376290625
21,P03,D03,p2,21,1644581328312.4648,283.36004838297873,312.8261606170213,500.043212890625,85.45312477386325,-0.1674832782401835,3.715234941500928
22,P03,D03,p2,22,1644581328834.507,362.220695,306.080357625,244.3046875,79.14864144672269,-0.0853330731317299,3.597825224905404
23,P03,D03,p2,23,1644581329100.345,483.9056576585367,313.8881194634146,433.4580078125,121.93519295976397,0.0640758993159633,5.662659301169991
24,P03,D03,p2,24,1644581329555.802,617.259934574074,331.5659120185185,598.718017578125,134.520881357829,0.1317942064985039,6.114856949900871
25,P03,D03,p2,25,1644581330178.519,731.9063908717948,335.24184971794875,409.7490234375,114.7053724094704,0.0320522666788243,4.779584998872744
26,P03,D03,p2,26,1644581330611.266,833.3721534,332.9503288666666,476.69189453125,101.49163528706195,-0.0225803396178471,4.413054544966091
27,P03,D03,p2,27,1644581331143.723,227.22732072000005,337.1906051733334,821.77001953125,606.1596638904819,3.134597283982429,10.869915387020065
28,P03,D03,p2,28,1644581332076.666,385.025051175,329.235140525,421.037109375,157.99814288313553,-0.0503729341904733,1.4211904587513822
29,P03,D03,p2,29,1644581332520.114,584.1706187391303,342.69140630434777,233.1630859375,199.5996697621617,0.0674674447949398,8.906370143753085
30,P03,D03,p2,30,1644581332776.272,664.1359613421052,355.2997404473685,399.055908203125,80.95323407667676,0.1563850221475064,3.5204905855167703
31,P03,D03,p2,31,1644581333197.3318,,,487.9912109375,,,
32,P03,D03,p2,32,1644581333708.322,839.47826553125,351.28825506250007,333.462890625,,,
33,P03,D03,p2,33,1644581334108.784,200.1382690606061,369.3610871515151,342.732177734375,639.5953864333301,3.113332227785979,9.546338940745551
34,P03,D03,p2,34,1644581334474.513,374.5625282,371.3354492666666,144.021240234375,174.4354329890811,0.0113188257671313,7.585195960754564
35,P03,D03,p2,35,1644581334641.512,308.50990893750003,356.0117283125,154.7919921875,67.80682071383345,-2.913632574020232,2.9509731254062688
36,P03,D03,p2,36,1644581334829.302,535.4172629117647,453.8191647058823,354.89697265625,247.08954227455237,0.4069802345057589,7.488005069225854
37,P03,D03,p2,37,1644581335208.19,348.3673843913043,289.9030933043478,233.058837890625,248.7089373509363,-2.422013954154187,10.366774272028607
