#timestamp,tobii_system_timestamp,toii_device_timestamp,gaze_x,gaze_y,pupil_diameter,left_gaze_origin_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_user_coordinate_system,left_gaze_point_in_user_coordinate_system,left_gaze_point_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_x,left_gaze_y,left_pupil_validity,left_pupil,right_gaze_origin_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_user_coordinate_system,right_gaze_point_in_user_coordinate_system,right_gaze_point_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_x,right_gaze_y,right_pupil_validity,right_pupil
1645446421018.9321,283356874481,9284747783,948.092766,944.934011,2.719574,1,-106.902573,4.502213,842.925232,-9.896451,79.309669,0.666467,0.493496,0.480895,0.794736,1,2.704773,1,-46.920532,9.306643,848.479431,3.471547,83.745636,0.564535,0.483310,0.506702,0.780154,1,2.734375
1645446421029.9302,283356885584,9284758886,953.099213,939.743006,2.716263,1,-106.965065,4.601679,842.975830,-7.422668,80.769356,0.666561,0.493272,0.485671,0.789938,1,2.692017,1,-46.957077,9.405313,848.520081,3.699167,84.918022,0.564592,0.483090,0.507141,0.776301,1,2.740509
1645446421040.9292,283356896688,9284769990,950.288172,942.877185,2.725868,1,-106.979874,4.648223,842.957092,-8.315016,80.077347,0.666590,0.493167,0.483948,0.792212,1,2.694397,1,-46.981750,9.471711,848.500977,3.074741,84.020844,0.564635,0.482941,0.505936,0.779250,1,2.757339
1645446421051.933,283356907792,9284781093,949.338970,942.501891,2.734695,1,-107.017998,4.793451,842.822021,-8.100792,79.476349,0.666682,0.492838,0.484361,0.794188,1,2.716812,1,-47.031124,9.677232,848.355713,2.348292,84.812157,0.564730,0.482477,0.504533,0.776649,1,2.752579
1645446421062.9329,283356918895,9284792196,945.442886,942.612219,2.723114,1,-107.015022,4.887863,842.730164,-9.025835,79.692917,0.666696,0.492624,0.482576,0.793476,1,2.714294,1,-47.049961,9.768487,848.285950,1.171035,84.539658,0.564767,0.482271,0.502261,0.777544,1,2.731934
1645446421073.932,283356929998,9284803299,952.267256,938.652599,2.707901,1,-107.013786,4.923400,842.704407,-6.746544,80.806351,0.666699,0.492544,0.486976,0.789816,1,2.697556,1,-47.051758,9.815427,848.255188,2.574071,85.433983,0.564773,0.482165,0.504969,0.774605,1,2.718246
1645446421084.9321,283356941101,9284814402,952.062922,941.250658,2.717430,1,-107.000648,5.038721,842.699036,-5.575052,79.722977,0.666677,0.492284,0.489237,0.793377,1,2.707458,1,-47.037819,9.973893,848.249634,1.292358,85.199997,0.564749,0.481811,0.502495,0.775374,1,2.727402
1645446421095.929,283356952204,9284825505,948.390055,938.829660,2.720558,1,-106.996361,5.105042,842.780945,-5.315733,80.463768,0.666652,0.492135,0.489738,0.790942,1,2.712540,1,-47.010128,10.033765,848.309937,-0.948751,85.686775,0.564697,0.481679,0.498168,0.773774,1,2.728577
1645446421107.929,283356963307,9284836608,944.531479,939.674127,2.730576,1,-106.981819,5.136482,842.795715,-6.723985,79.002800,0.666624,0.492065,0.487019,0.795744,1,2.731110,1,-46.987629,10.075762,848.328430,-1.622487,86.719528,0.564657,0.481585,0.496868,0.770379,1,2.730042
1645446421117.929,283356974410,9284847711,946.050282,933.603323,2.719810,1,-106.903381,5.251384,842.810242,-9.137884,80.488739,0.666487,0.491807,0.482359,0.790860,1,2.729355,1,-46.918098,10.216745,848.339783,1.610901,88.311646,0.564538,0.481271,0.503110,0.765146,1,2.710266
1645446421129.93,283356985514,9284858815,949.521618,937.061942,2.723877,1,-106.839485,5.325685,842.696777,-10.423231,79.475082,0.666403,0.491638,0.479878,0.794192,1,2.722641,1,-46.898411,10.271755,848.249329,4.769373,87.571640,0.564513,0.481145,0.509207,0.767578,1,2.725113
1645446421140.9321,283356996617,9284869918,952.165146,937.305915,2.713165,1,-106.823814,5.356231,842.687439,-8.858543,79.914047,0.666378,0.491569,0.482899,0.792749,1,2.703049,1,-46.881905,10.307490,848.237000,4.631046,87.009003,0.564486,0.481065,0.508940,0.769428,1,2.723282
1645446421150.931,283357007721,9284881021,953.861389,940.682888,2.718430,1,-106.774818,5.466435,842.587708,-5.212254,78.284393,0.666316,0.491320,0.489938,0.798106,1,2.689026,1,-46.812569,10.411720,848.127991,1.899967,86.926437,0.564379,0.480829,0.503668,0.769699,1,2.747833
1645446421162.93,283357018824,9284892124,956.975298,937.959874,2.722641,1,-106.764534,5.524899,842.640259,-2.816197,78.772041,0.666287,0.491189,0.494563,0.796503,1,2.702148,1,-46.783203,10.450014,848.167786,1.184187,87.819450,0.564326,0.480745,0.502286,0.766764,1,2.743134
1645446421210.9302,283357029927,9284903227,953.139725,939.017308,2.728035,1,-106.756279,5.541453,842.661316,-4.236385,78.682297,0.666268,0.491152,0.491822,0.796798,1,2.710648,1,-46.769073,10.470871,848.191040,0.534735,87.373055,0.564300,0.480699,0.501032,0.768231,1,2.745422
1645446421211.934,283357041030,9284914330,953.792667,935.326767,2.717072,1,-106.733818,5.576716,842.739258,-5.633628,80.428223,0.666213,0.491074,0.489124,0.791059,1,2.710953,1,-46.740250,10.519227,848.277954,2.284296,87.498398,0.564243,0.480594,0.504410,0.767819,1,2.723190
1645446421211.934,283357052133,9284925433,958.259697,942.422605,2.728477,1,-106.717827,5.583910,842.732056,-5.205478,78.876945,0.666188,0.491058,0.489951,0.796158,1,2.719254,1,-46.725239,10.520586,848.272339,4.266484,85.451736,0.564219,0.480591,0.508236,0.774546,1,2.737701
1645446421211.934,283357063236,9284936536,959.647121,940.342712,2.733185,1,-106.706688,5.583195,842.716248,-5.157779,79.257332,0.666172,0.491059,0.490043,0.794908,1,2.725754,1,-46.707653,10.504792,848.253113,4.967391,86.125954,0.564191,0.480626,0.509590,0.772330,1,2.740616
1645446421217.9302,283357074340,9284947640,958.731508,939.585364,2.740532,1,-106.650093,5.555783,842.730835,-4.446632,77.779343,0.666074,0.491122,0.491416,0.799766,1,2.731018,1,-46.625874,10.411327,848.266541,3.762200,87.987976,0.564053,0.480836,0.507263,0.766210,1,2.750046
1645446421229.9248,283357085443,9284958743,949.320660,936.080253,2.727875,1,-106.591255,5.525181,842.730042,-5.267679,77.920128,0.665975,0.491191,0.489831,0.799303,1,2.732300,1,-46.581379,10.356327,848.263000,-0.494699,89.624428,0.563979,0.480959,0.499045,0.760831,1,2.723450
1645446421240.928,283357096546,9284969846,945.433989,940.788567,2.732704,1,-106.563812,5.497069,842.726013,-5.824527,76.791527,0.665929,0.491255,0.488756,0.803013,1,2.744232,1,-46.548092,10.309462,848.257019,-2.035047,88.365707,0.563924,0.481064,0.496071,0.764968,1,2.721176
1645446421251.926,283357107650,9284980949,944.377527,939.155853,2.739311,1,-106.448006,5.376054,842.659424,-8.150872,79.385010,0.665749,0.491527,0.484265,0.794488,1,2.737289,1,-46.429314,10.107780,848.173157,-0.278778,86.600090,0.563734,0.481514,0.499462,0.770772,1,2.741333
1645446421262.929,283357118753,9284992052,942.660084,936.092699,2.743065,1,-106.372543,5.283666,842.610657,-10.023287,80.616127,0.665632,0.491736,0.480650,0.790441,1,2.736542,1,-46.371586,10.013975,848.132507,0.667014,86.922081,0.563641,0.481723,0.501288,0.769713,1,2.749588
1645446421273.931,283357129856,9285003155,945.733967,936.649919,2.739708,1,-106.338455,5.247730,842.577515,-9.394377,80.249878,0.665582,0.491816,0.481864,0.791645,1,2.730408,1,-46.337746,9.956161,848.091064,1.696683,87.005867,0.563588,0.481852,0.503275,0.769438,1,2.749008
1645446421284.943,283357140959,9285014258,941.538877,935.382128,2.738205,1,-106.222343,5.122797,842.388184,-8.844761,81.133331,0.665427,0.492096,0.482925,0.788741,1,2.737289,1,-46.209103,9.754032,847.868408,-1.116521,86.765167,0.563394,0.482299,0.497845,0.770229,1,2.739120
1645446421296.1099,283357152062,9285025361,955.896006,942.637825,2.752167,1,-106.169426,5.059591,842.259033,-4.366983,79.765587,0.665365,0.492237,0.491569,0.793237,1,2.751450,1,-46.181458,9.683298,847.771729,2.152565,84.453957,0.563357,0.482456,0.504156,0.777826,1,2.752884
1645446421308.0981,283357163166,9285036465,955.192108,937.473357,2.752426,1,-106.160133,5.037540,842.256287,-3.388690,82.313484,0.665350,0.492287,0.493458,0.784862,1,2.737686,1,-46.167828,9.636605,847.767212,0.794476,84.524681,0.563335,0.482560,0.501534,0.777594,1,2.767166
1645446421318.0972,283357174269,9285047568,948.929615,933.288789,2.755585,1,-106.142776,4.976083,842.246826,-3.799754,82.563515,0.665323,0.492425,0.492665,0.784040,1,2.736618,1,-46.143642,9.520601,847.753540,-2.173619,86.396469,0.563296,0.482820,0.495804,0.771441,1,2.774551
1645446421329.0962,283357185372,9285058671,943.665648,928.254426,2.747681,1,-106.154671,4.965118,842.292480,-6.158000,82.079994,0.665334,0.492451,0.488112,0.785629,1,2.727371,1,-46.154419,9.485244,847.787292,-2.655693,89.432564,0.563312,0.482900,0.494873,0.761461,1,2.767990
1645446421341.095,283357196475,9285069774,938.582840,932.247949,2.759026,1,-106.169357,4.973621,842.338135,-6.838233,80.410202,0.665349,0.492432,0.486799,0.791118,1,2.731400,1,-46.167885,9.486580,847.839478,-4.718079,89.077484,0.563329,0.482898,0.490892,0.762628,1,2.786652
1645446421351.096,283357207579,9285080877,949.340029,937.254667,2.772011,1,-106.250435,5.022748,842.492920,-5.472170,79.178284,0.665453,0.492323,0.489436,0.795168,1,2.747437,1,-46.264709,9.516356,848.016968,-0.279758,87.770805,0.563476,0.482835,0.499460,0.766924,1,2.796585
1645446421363.096,283357218682,9285091980,944.234791,936.986125,2.770203,1,-106.307816,5.061792,842.621338,-7.883965,81.337341,0.665522,0.492236,0.484780,0.788071,1,2.741470,1,-46.311653,9.557033,848.116943,-0.622616,85.747879,0.563545,0.482746,0.498798,0.773573,1,2.798935
1645446421374.0981,283357229785,9285103083,946.601400,935.579538,2.758980,1,-106.338837,5.078072,842.643982,-8.539885,82.107040,0.665569,0.492200,0.483514,0.785541,1,2.738571,1,-46.345940,9.581533,848.142029,1.310289,85.691368,0.563600,0.482692,0.502529,0.773759,1,2.779388
1645446435886.417,283371741697,9299614868,604.932404,815.466857,2.620522,1,-101.195412,2.545676,830.882141,-95.914894,113.358734,0.659312,0.497856,0.314836,0.682815,1,2.594391,1,-41.072315,4.187565,836.071167,-95.673637,115.341881,0.555777,0.494666,0.315302,0.676296,1,2.646652
1645446435944.4128,283371752800,9299625971,600.450010,808.061028,2.598907,1,-101.195412,2.545676,830.882141,-95.914894,113.358734,0.659312,0.497856,0.314836,0.682815,1,2.594391,1,-41.069508,4.175683,836.066345,-98.092278,119.096992,0.555773,0.494693,0.310633,0.663953,1,2.603424
1645446435944.4128,283371763903,9299637074,595.352011,810.777926,2.609573,1,-101.193115,2.506305,830.960388,-96.828247,112.858681,0.659292,0.497946,0.313073,0.684459,1,2.612808,1,-41.063362,4.125660,836.149170,-99.929680,118.219437,0.555755,0.494807,0.307086,0.666838,1,2.606339
1645446435944.4128,283371775006,9299648177,594.332685,811.452270,2.618370,1,-101.200874,2.472676,831.083191,-99.229698,114.141403,0.659279,0.498024,0.308437,0.680243,1,2.606018,1,-41.063023,4.111908,836.231628,-98.078270,116.594803,0.555748,0.494839,0.310660,0.672178,1,2.630722
1645446435945.416,283371786109,9299659280,598.904257,819.386816,2.642815,1,-101.200874,2.472676,831.083191,-99.229698,114.141403,0.659279,0.498024,0.308437,0.680243,1,2.606018,1,-41.062660,4.107472,836.259705,-95.611511,112.571663,0.555745,0.494850,0.315422,0.685402,1,2.679611
1645446435945.416,283371797212,9299670383,597.686062,821.100783,2.642479,1,-101.209381,2.473329,831.234741,-102.079185,115.689514,0.659262,0.498024,0.302936,0.675154,1,2.593231,1,-41.055286,4.102567,836.416443,-93.419319,110.154510,0.555720,0.494863,0.319654,0.693348,1,2.691727
1645446435952.416,283371808316,9299681486,599.051743,823.690975,2.631203,1,-101.212593,2.500026,831.330078,-102.311478,114.413109,0.659248,0.497963,0.302487,0.679349,1,2.588135,1,-41.057789,4.113326,836.478943,-92.450119,110.117554,0.555719,0.494839,0.321525,0.693469,1,2.674271
1645446435963.413,283371819420,9299692590,602.547312,822.562408,2.633247,1,-101.214653,2.508244,831.351929,-100.126968,114.057365,0.659247,0.497945,0.306705,0.680519,1,2.628342,1,-41.059769,4.117831,836.501648,-92.748474,111.045525,0.555720,0.494829,0.320949,0.690419,1,2.638153
1645446435974.4119,283371830523,9299703693,612.587843,828.356910,2.647331,1,-101.223312,2.557113,831.410339,-95.240799,111.534386,0.659249,0.497834,0.316137,0.688812,1,2.649902,1,-41.065189,4.189841,836.583435,-92.216972,110.630501,0.555722,0.494667,0.321975,0.691783,1,2.644760
1645446435986.4148,283371841626,9299714796,612.490540,818.604040,2.657883,1,-101.238815,2.585066,831.432495,-93.289482,113.714539,0.659271,0.497770,0.319904,0.681646,1,2.658524,1,-41.066120,4.214160,836.606079,-94.220787,113.395439,0.555721,0.494612,0.318107,0.682695,1,2.657242
