,#timestamp,fixation_x,fixation_y,fixation_duration,saccade_length,saccade_angle,saccade_velocity
0,1644573044224.718,671.7692263846154,424.88990723076927,267.0,356.3747941508749,0.3842984257874671,10.798597064878258
1,1644573044524.717,,,499.904052734375,,,
2,1644573045113.429,404.25901924999994,127.777803,110.9990234375,,,
3,1644573045250.4329,505.86214625,143.13218335,196.002197265625,102.75676333998952,0.1499862360140341,3.951441122841611
4,1644573045468.432,358.2908872941176,252.96315055882351,356.001220703125,183.95683686085104,2.5017771003481046,8.362880873062362
5,1644573045857.431,517.4211628181819,142.36194647272728,589.09912109375,193.79130768344308,-0.6073863655352771,5.872854906231793
6,1644573046479.485,,,1376.677001953125,,,
7,1644573047878.163,453.213192875,267.84332282031255,1399.2578125,,,
8,1644573049299.4248,569.7838177849462,273.64655779569887,1077.4462890625,116.71498673295953,0.04974193072594914,5.304284857737909
9,1644573050398.87,623.8952090941176,275.0749143294118,920.9619140625,54.13023990157136,0.026390467655095527,2.4605746730238858
10,1644573051342.839,,,1176.48388671875,,,
11,1644573052541.323,815.1985903552631,267.5035486710526,822.237060546875,,,
12,1644573053385.565,921.8391500416666,265.74485111458335,1044.02294921875,106.65506076752526,-0.016490331108010632,4.846881561529573
13,1644573054451.586,992.1607213023256,264.371984372093,455.75,70.33497101485557,-0.019520217503370886,3.1973279907312486
14,1644573054951.334,371.30928167999997,284.27652552,311.01708984375,621.1704281752496,3.10954356025529,14.118136424101204
15,1644573055283.349,343.4133579626556,278.96789381742735,2699.43994140625,28.39655138564287,-2.9535398811666447,1.3523425085526137
16,1644573058004.793,409.50904982,283.4807853,532.447998046875,66.24957865250538,0.06817234248664641,3.0108098943797934
17,1644573058559.242,481.6182706521738,288.06142286956526,306.03515625,72.25456365909994,0.06343836550824533,3.2841525672208416
18,1644573058867.2422,,,1191.790771484375,,,
19,1644573060081.026,642.106963945946,293.55494158108104,799.26611328125,,,
20,1644573060902.2878,689.3201685125,290.28435503749995,865.941162109375,47.326350184462086,-0.06916221965493753,2.1516036445480515
21,1644573061790.221,749.8404123092782,295.4340769587629,1085.822021484375,60.73894586744003,0.08488642028610169,2.761872603748203
22,1644573062876.043,791.890076212766,300.77186238297867,3840.845947265625,42.3870993066434,0.12626471556534166,inf
23,1644573066717.8892,866.271606375,281.899645375,12.998779296875,76.73833855428182,-0.248478470858929,76.71960818119071
24,1644573066731.885,,,22.9990234375,,,
25,1644573066761.888,911.1383721806451,289.69569849032257,196.18310546875,,,
26,1644573066960.0688,1004.7380707619047,300.6160212857142,18.000244140625,94.23458507606541,0.11614539990428067,47.169114074491496
27,1644573066979.0708,,,61.998291015625,,,
28,1644573067158.9128,953.6663360465117,279.684931255814,361.101318359375,,,
29,1644573067542.012,800.7255935000001,272.887146,178.002197265625,153.09173921235106,-3.097174704640339,6.959410494809162
30,1644573067742.012,701.1308893846152,262.49146884615385,121.928955078125,100.1357837704287,-3.0375894538066643,4.552081177360088
31,1644573067897.275,446.0896081428572,256.9243533571429,133.55615234375,255.10203431628196,-3.119767827746907,7.65291155855958
32,1644573068052.83,374.1943224130435,260.56531358695656,577.744873046875,71.98742043973124,3.090993336032932,3.2723007293596478
33,1644573068652.576,,,2613.14697265625,,,
34,1644573071287.7358,559.6249859237288,265.28015960169495,1287.56005859375,,,
35,1644573072598.287,595.0412283358208,268.56660608955224,1465.14306640625,35.568398292720715,0.09252991351158271,1.547043276207196
36,1644573074085.432,660.0355887777779,274.00789144444445,377.80810546875,65.22173315369957,0.08352457021037725,2.9643939568520894
37,1644573074485.234,764.1366139495798,276.975317184874,1332.51318359375,104.14331019006978,0.028497533051221557,4.735100497724709
38,1644573075839.747,,,722.249755859375,,,
39,1644573076627.995,982.4936545769231,257.24563680769234,266.31494140625,,,
40,1644573076939.3088,364.53080760714283,287.33685371428567,444.47509765625,618.6950473132266,3.0929368687482937,13.749151798795411
41,1644573077405.7852,346.8338524594595,286.26026206756757,799.21875,17.729672052040318,-3.0808326828943926,0.805849470412432
42,1644573078227.0042,424.78991221794877,290.92430443589745,844.0009765625,78.09545789790037,0.05975788524946086,3.549754148122912
43,1644573079200.003,,,1170.004150390625,,,
44,1644573080392.005,595.6358638333335,297.0049933055555,824.253173828125,,,
45,1644573081218.259,681.0259143191489,300.34221160638293,994.475830078125,85.45523827102402,0.039062171069644984,42.70676622231752
46,1644573082234.7368,773.8943486050422,292.3694825294118,1299.550048828125,93.21003430772922,-0.08563973860805557,4.2364436365341644
47,1644573083556.284,,,2365.466064453125,,,
48,1644573085943.75,974.6476163018868,292.5571900377359,566.553955078125,,,
49,1644573086565.302,,,1032.964111328125,,,
50,1644573087620.2969,437.64501164102563,308.40992212820515,410.840087890625,,,
51,1644573088054.135,503.7946004444445,312.4649382222222,276.264892578125,66.27375992339753,0.061224087832442195,2.881712533399536
52,1644573088353.416,594.6329323333334,314.4512633333333,110.983154296875,90.86004637794859,0.021863111913211906,3.947671149670932
53,1644573088486.4,722.4691385637584,320.92131312080534,1654.14111328125,127.99983268598484,0.05056887983596426,5.817980521353758
54,1644573090163.541,807.6175143157893,322.06139875438595,610.64892578125,85.15600794107803,0.013388599616061533,3.702435127872958
