,#timestamp,fixation_x,fixation_y,fixation_duration,saccade_length,saccade_angle,saccade_velocity
0,1645102172563.793,493.63923697777767,420.2815738074073,1477.043212890625,143.1550226317001,-2.0759375562046785,6.50618007078518
1,1645102174062.84,571.0885527173914,423.11278854347836,490.294921875,77.50104699561241,0.03653943980023902,3.5221494817817818
2,1645102174574.1091,686.8343816153847,400.4586276153846,299.134033203125,117.94196841938628,-0.19328003109879519,5.623213859222514
3,1645102174895.242,734.4431977647057,405.12377798039216,544.992919921875,47.8368373021041,0.0976773791908432,2.174522352197037
4,1645102175461.961,840.5564680666666,398.7406455666667,311.470947265625,106.30508225662675,-0.06008155201748048,4.892972434241411
5,1645102175794.436,928.2927131428571,386.06859199999997,230.18310546875,88.64665612230293,-0.14344154937190992,4.220435222263001
6,1645102176028.6182,989.4402381515151,389.75755030303026,377.57373046875,61.25869920301895,0.06025579361685541,15.318414648080928
7,1645102176428.192,1084.147169782609,395.8912564347827,232.93896484375,94.90534890029836,0.06467479790794943,4.3138794954681075
8,1645102176683.762,1181.394214064516,399.68522209677417,322.006103515625,97.32102443465946,0.03899391035586905,4.300321651017456
9,1645102177026.7651,1274.952894725,409.113422775,423.326904296875,94.0325353000722,0.10043406465387357,4.478364548033762
10,1645102177472.09,1327.189422714286,411.193913,599.40087890625,52.27794272876241,0.039807224245594346,2.3764811042463245
11,1645102178093.492,1395.5456081151517,412.3193514181819,1830.59521484375,68.36544956475207,0.01646283706092442,3.1073825005240407
12,1645102180045.846,478.00172385227273,456.8800173522728,890.736083984375,918.6252949362439,3.093065620746862,7.5446323177927175
13,1645102180957.618,524.3736764722222,453.70996794444443,378.005126953125,46.4801807551876,-0.06825515983280284,2.2095658272489165
14,1645102181358.632,,,498.489013671875,,,
15,1645102181880.454,673.287959909091,432.1621208636363,221.39501953125,,,
16,1645102182123.843,,,477.677978515625,,,
17,1645102182623.503,636.8510347222223,447.2544702777777,577.904052734375,,,
18,1645102183222.4172,715.9427496470588,438.7476988627451,545.46875,79.54787570802395,-0.10714389529932622,3.7861453775368483
19,1645102183789.8892,,,865.782958984375,,,
20,1645102184678.383,903.5100397968749,430.82889267187494,687.955810546875,,,
21,1645102185388.788,977.7831356355139,448.7865559439252,2409.16796875,76.41315616860743,0.23722626363868735,3.4038225124697234
22,1645102187820.537,954.6078203207547,431.01785566037734,564.8798828125,29.203115410946523,-2.4874838804062294,1.293257370618399
23,1645102188408.415,,,1254.784912109375,,,
24,1645102189708.111,,,454.65576171875,,,
25,1645102190184.8098,,,699.232177734375,,,
26,1645102190907.043,1271.7606454705883,426.75632541176464,354.60302734375,,,
27,1645102191283.645,1367.3820785483872,434.161921,322.89892578125,95.90777502303169,0.0772927371125577,4.359637840084541
28,1645102191761.628,490.0489801607143,489.7360807142857,599.657958984375,879.0914928233939,3.0783327497731796,5.6684866355877945
