participant,document,eda_max,eda_min,eda_std,eda_mean,hr_max,hr_min,hr_std,hr_mean,bvp_max,bvp_min,bvp_std,bvp_mean,temp_max,temp_min,temp_std,temp_mean
P08,D11,0.284808,0.269428,0.0033440727665458624,0.27705722972973007,108.65,96.08,4.430240877676319,102.77864864864864,5.37,-4.75,1.145781224973041,0.015046452702702752,27.45,27.37,0.01676108574107589,27.414864864864807
P08,D12,0.30147,0.270709,0.006498278159637249,0.27953557575757604,99.55,91.62,2.66004378808798,95.40272727272728,3.92,-3.51,0.7307842995400288,-0.008072916666666666,27.41,27.35,0.015723730980209346,27.37969696969692
P08,D13,0.289935,0.270709,0.0033997097444645437,0.2769997675438598,101.62,93.52,2.8773040892570156,97.47456140350879,4.18,-4.34,0.7820411570324269,0.0016145833333333134,27.37,27.33,0.014503131732447203,27.351052631578955
P12,D0,0.188401,0.165332,0.0065640389302789245,0.1765292849740927,142.25,59.34,24.539938956716092,106.5044559585492,31.4,-23.36,2.074151703935317,0.0031970531088083066,24.97,23.55,0.40907087864702385,24.302797927461132
P12,D1,0.203781,0.187119,0.004369997798834414,0.1953286372549021,155.37,110.35,16.95117570833176,132.52,7.62,-4.31,0.6667243732171614,-0.005747549019607831,25.81,25.13,0.18727353706181513,25.474313725490198
P12,D2,0.225569,0.205062,0.004831619862064187,0.2147453759842514,140.68,108.1,10.551943341108585,124.62259842519684,122.09,-93.0,8.184093914909212,0.005495816929133726,26.41,25.91,0.14439917081829207,26.157165354330708
P12,D3,0.244793,0.225569,0.0042558809316206765,0.23417446714743753,129.28,90.98,7.087965927555578,100.21032051282047,134.49,-118.63,6.777121615313643,-0.006528946314102519,27.47,26.77,0.19155713689994436,27.189903846153765
P12,D4,0.270426,0.240948,0.00290706256789042,0.24838631213872947,114.67,90.47,7.558514176120305,101.64919075144508,134.17,-113.09,7.845044556194754,0.0004859104046243068,27.69,27.47,0.05524163577060209,27.588092485549225
P12,D5,0.256328,0.24992,0.0011144055737170974,0.2533743347701128,115.7,96.6,5.865883501503057,106.47477011494257,4.74,-4.61,0.6469021923470623,0.0008611709770115,27.65,27.55,0.02432150486928996,27.610344827586268
P12,D6,0.311439,0.271708,0.008465849256730117,0.2931425650406513,151.93,71.83,24.329137539030526,106.2711382113822,188.51,-129.63,13.187916624453898,-0.002780741869918695,27.51,27.37,0.02927467350846827,27.444593495934978
P12,D7,0.3281,0.301185,0.007551544638151792,0.3165475379746841,150.07,97.42,14.134644409049132,110.37316455696207,121.6,-91.53,6.714469632894669,0.0031533491561181954,27.43,27.25,0.04340868834074484,27.345949367089087
P12,D8,0.519064,0.325537,0.014845989059505724,0.34694985734072303,133.43,97.17,11.000928639555598,110.57163434903053,114.61,-92.8,5.336620686937695,-0.0006808344875346969,27.31,27.07,0.057069388725404104,27.20648199445945
P12,D9,0.393463,0.346043,0.008156939694982265,0.3638732678983816,116.7,84.87,6.864152892138478,98.34480369515003,108.84,-106.08,6.793517184801636,0.0009642032332563417,27.57,27.05,0.14689932052825547,27.23108545034654
P12,D10,0.38321,0.374239,0.002276890040707956,0.3777482732558146,106.28,85.47,6.746562609591912,93.19988372093025,13.12,-92.46,4.269289110425729,-0.26854106104651243,27.73,27.65,0.017743014504283883,27.699767441860317
P12,D11,0.389619,0.380647,0.0017982193608608913,0.3854417991071433,110.88,95.85,4.491235299223033,101.56267857142858,21.54,-11.3,1.814137648528463,0.002329799107142851,27.77,27.71,0.012269658623687396,27.735357142857083
P12,D12,0.394745,0.387055,0.0014355039462034564,0.3902071887755113,118.68,102.45,5.6841128023940675,112.24693877551017,20.27,-10.24,1.580104963731285,-0.003450255102040787,27.79,27.73,0.015901317869747647,27.751224489795984
P12,D13,0.401153,0.3909,0.0016430324201516249,0.39488875961538444,131.23,110.13,6.902033314137502,122.4210256410256,41.25,-30.51,3.542689491613801,0.003309294871794908,27.83,27.75,0.018521490037422785,27.802051282051345
P09,D0,0.490898,0.302485,0.05028688588089718,0.3815995521978031,125.22,75.03,15.027785085720375,104.37351648351647,112.79,-90.62,5.307770123797347,-0.0014800824175824354,24.45,22.09,0.6850734518834938,23.41879120879122
P09,D1,0.294795,0.256343,0.009903876772842922,0.2729306621621624,137.53,102.28,13.932006921883762,115.85396396396395,28.36,-35.3,2.325872478327383,0.00010275900900900776,25.57,24.83,0.21280384818620945,25.226666666666706
P09,D2,0.257625,0.243526,0.003066834052073988,0.25048414523809515,138.67,96.53,15.257874366475502,115.47790476190481,21.67,-17.6,1.90641459540655,0.0035773809523809716,26.27,25.73,0.14988570862708073,26.004380952380856
P09,D3,0.310176,0.233272,0.01734834629443184,0.257788873348017,116.5,87.48,6.535793203544694,96.84925110132161,132.91,-127.01,11.227858540485624,-0.003407901982378874,27.55,26.71,0.23123006736650945,27.151453744493416
P09,D4,0.266597,0.235836,0.005402817569464833,0.24459975416666635,119.5,84.2,9.726135940656722,98.192,26.13,-14.62,1.9824408554052972,-0.0002721354166666633,27.95,27.59,0.09320367024709689,27.774416666666706
P09,D5,0.257625,0.233272,0.004771340775732642,0.24305599460431682,98.08,74.37,8.266105475307734,86.62410071942442,20.78,-22.62,1.5846907225963707,-0.0016119604316546683,28.31,27.97,0.09490487338670495,28.148561151079143
P09,D6,0.320696,0.177144,0.03386986722499839,0.2215616218274096,135.75,90.07,14.416949997804679,104.1195431472081,6.65,-4.17,0.6742061408798731,0.00043861040609135946,29.09,28.97,0.02405823939655068,29.02761421319811
P09,D7,0.170735,0.125875,0.012390343279022782,0.14615026683937768,169.13,128.62,13.794660571849178,150.57870466321242,2.79,-2.6,0.6574413394362391,0.0002849740932642418,29.03,28.95,0.015107347804596686,28.98979274611399
P09,D8,0.138692,0.110495,0.005329902227079866,0.1236873223905725,152.62,96.22,19.482501415198488,127.66457912457916,4.55,-4.57,0.7215558253075463,0.001395728114478111,29.03,28.93,0.014070972918332359,28.981784511784976
P09,D9,0.152791,0.119467,0.0064259644536165325,0.1334260845588227,140.5,92.1,10.82598856384589,108.58758823529412,206.22,-170.16,10.525578378781768,0.0006737132352941091,29.01,28.85,0.03072618051546444,28.9430882352946
P09,D10,0.156636,0.12972,0.00449481172828976,0.13742885849056585,120.02,95.13,8.209265394443072,103.97962264150942,159.31,-65.21,10.35972741665877,0.06985849056603712,28.71,28.53,0.05118850358276931,28.61641509433966
P09,D11,0.154073,0.139974,0.003124187966882792,0.14513767142857137,102.83,100.13,0.8201145646552465,101.37342857142856,1.84,-1.67,0.531432181597338,0.00039732142857142744,28.49,28.39,0.024264727041886144,28.431999999999945
P09,D12,0.163045,0.148946,0.0032590612366334634,0.15457896052631573,114.07,104.17,3.0842327420927345,109.93052631578946,1.96,-1.91,0.5646855887033587,0.003803453947368416,28.37,28.27,0.025641983698397583,28.326842105263125
P09,D13,0.16689,0.155355,0.0022297200514992768,0.15882729651162764,110.6,105.05,1.4803954007749611,106.81093023255814,1.69,-1.64,0.5292933378876308,0.0004651162790697672,28.29,28.21,0.015251640537977432,28.246744186046467
P18,D0,0.158923,0.112784,0.011890453314868052,0.14370388719512184,107.68,71.39,13.979126070825211,90.29780487804881,145.02,-176.03,12.043506628439669,0.010198170731707317,25.23,25.15,0.020714387061082116,25.199085365853286
P18,D1,0.14867,0.120474,0.00658660764998378,0.13845768000000022,98.4,80.68,3.9394087548523826,94.15206666666667,224.73,-143.15,21.202019599499916,0.02341562499999987,25.27,25.15,0.02611996637238176,25.1995333333332
P18,D2,0.203781,0.142262,0.010015724695079897,0.1548677916666665,101.15,70.88,6.273309601878786,82.65814814814814,194.08,-297.42,22.07757079905471,-0.025198206018518764,25.55,25.29,0.06757514539373914,25.40185185185185
P18,D3,0.160205,0.139699,0.0035853640068927253,0.14931275131578867,139.93,75.57,16.84848623463766,100.35347368421057,271.38,-166.8,13.457473762010203,-0.0010271381578948297,26.03,25.73,0.08173914002481573,25.879631578947432
P18,D4,0.161487,0.142262,0.0030409913487997125,0.15413920229007655,153.82,79.57,26.094069746976423,109.24496183206104,97.48,-91.89,9.385424059237696,0.002532204198473256,26.19,26.01,0.040843856694263235,26.114351145038082
P18,D5,0.152515,0.144825,0.0014278187468027474,0.14895030180180188,92.5,83.35,2.935623498254727,87.53036036036032,262.05,-110.46,17.073393842501805,0.004325731981981892,26.25,26.17,0.0173130508052207,26.210180180180043
P18,D6,0.196091,0.17174,0.004051158693709208,0.18515741123188353,136.87,74.68,17.201724473892163,96.8626811594203,202.52,-149.03,12.531494105042261,-0.2213281250000001,26.59,26.41,0.046650619298271,26.49826086956518
P18,D7,0.192246,0.178148,0.0017477598483371572,0.18271109929078078,110.68,95.82,4.464949923759716,103.14879432624109,20.03,-13.38,1.94270380129064,-3.1028368794338975e-05,26.67,26.59,0.02279799466564934,26.629432624113267
P18,D8,0.183275,0.138417,0.011258271244360966,0.15364820000000023,112.6,78.62,10.419957942738304,94.09281818181817,156.6,-133.91,10.254679879428307,0.0034034090909090915,26.69,26.61,0.01664458149933062,26.65600000000021
P18,D9,0.158923,0.132009,0.004674314703411331,0.15317911111111254,131.48,98.48,8.143340397157445,122.8478260869565,117.26,-129.72,5.374910813544311,-0.006195652173913066,26.69,26.61,0.017063173349613835,26.64347826086941
P18,D10,0.16405,0.153797,0.001598924175060404,0.15774537499999985,107.52,90.92,5.2139415467343815,100.43882352941179,303.63,-144.21,26.766224149486728,-0.0011534926470581411,26.67,26.61,0.016560445827726623,26.632058823529484
P18,D11,0.162768,0.157642,0.0010901496265474774,0.1600676428571427,83.78,77.27,1.9595950747904176,80.42142857142856,55.45,-52.13,9.636728910251087,-0.0268675595238094,26.65,26.59,0.014154300903936066,26.61142857142855
P18,D12,0.157642,0.14867,0.001928109816968256,0.1542573281249999,89.63,85.03,1.3113633326895255,87.921875,96.5,-53.71,8.199876576938314,0.00836425781249991,26.67,26.61,0.016156225488871176,26.63812500000006
P18,D13,0.162768,0.146107,0.00328397985325328,0.1560752083333332,82.47,79.85,0.707847620585289,80.93444444444445,25.26,-28.58,3.4314242339600693,-0.038793402777777757,26.75,26.67,0.018715553699314793,26.707222222222253
P11,D0,0.47677,0.456264,0.003199327293210052,0.4623462789256182,99.63,70.57,10.103355033546247,86.83768595041329,151.2,-125.37,10.307423211574315,-0.004828254132231474,25.69,25.37,0.08278769745947022,25.54983471074374
P11,D1,0.471643,0.460109,0.0018133292338829807,0.4653182323529424,173.63,120.27,18.642409267724013,156.02929411764705,7.79,-8.32,0.9477753421204599,-5.882352941176673e-05,25.95,25.75,0.04798359948863282,25.858588235294146
P11,D2,0.462672,0.452419,0.0020390544804552648,0.4572299531250002,167.93,167.1,0.23893317580444845,167.54671874999997,2.33,-2.34,0.7131733238826904,0.002307128906250001,26.11,25.99,0.03255764119219895,26.05437500000003
P11,D3,0.46908,0.438321,0.008164394009264903,0.45046820467032633,141.02,92.42,14.692425328903774,111.62390109890106,179.33,-150.64,9.912929474709724,-0.012266483516483443,26.49,26.25,0.06656318333460827,26.38829670329697
P11,D4,0.454982,0.438321,0.003671972395397529,0.44613785877862816,149.43,124.78,9.006890713064498,138.7463358778626,1.88,-2.07,0.5700971064848313,0.0033361164122137346,26.59,26.47,0.023669968198311273,26.537175572518905
P11,D5,0.46139,0.449856,0.0017948442570502054,0.45530507884615606,151.42,146.1,1.6823345082753456,148.91353846153848,2.18,-2.58,0.5836354014796241,0.00229927884615384,26.71,26.59,0.02735946073833952,26.65076923076922
P11,D6,0.51036,0.48729,0.005505504692485513,0.4978746113013691,114.25,97.73,4.791079839881708,105.07609589041097,57.9,-42.95,2.534756593682046,-0.008900898972602805,27.69,27.57,0.026159432158991847,27.625273972602564
P11,D7,0.496262,0.480882,0.0027394609560293004,0.4882251629629638,143.55,115.42,10.896768150716012,129.24437037037035,1.71,-2.02,0.5204325272004398,-0.0001585648148148161,27.73,27.63,0.01924300938765594,27.683851851851806
P11,D8,0.910231,0.486008,0.03422138732277289,0.5211163002232128,123.77,72.97,13.858844426361124,102.54875000000003,227.89,-245.21,16.00376343875637,0.0138030133928572,27.73,27.57,0.044220819146299536,27.65415178571436
P11,D9,0.591103,0.500107,0.011709056331835362,0.5201900519230784,121.8,73.08,14.574236599787564,93.60965384615388,297.19,-419.6,22.34231769924594,0.09313521634615424,27.61,27.47,0.027993563443842236,27.557807692307215
P11,D10,0.559062,0.529584,0.004505157704655849,0.537350499999999,113.62,99.28,4.12711226294321,107.74477611940296,163.33,-206.86,16.69514631561262,-0.0478194962686564,27.41,27.33,0.015979751288020858,27.36432835820901
P11,D11,0.542401,0.533429,0.001723309428682237,0.5367874259259258,98.22,93.3,1.567302744123767,95.70925925925928,18.49,-11.19,2.262565701547055,-0.014380787037037036,27.35,27.29,0.018545221315608172,27.323333333333295
P11,D12,0.543682,0.534711,0.0017275239913668388,0.5381751562499999,97.58,93.52,1.4718712031661196,94.94874999999998,1.56,-1.41,0.5534458519986858,0.0021728515625,27.31,27.25,0.016092131397467995,27.286562499999977
P11,D13,0.569315,0.529584,0.013514400357341833,0.5501532009803927,116.98,101.62,5.440811581617827,106.70666666666664,236.0,-123.39,18.497760236534297,0.051853553921568464,27.27,27.21,0.014472267867738451,27.2388235294117
P13,D0,5.098644,3.474913,0.3831170762586662,4.124970752380948,87.63,79.43,2.2327685019164396,83.85876190476189,346.0,-371.25,21.203406460076934,-0.08337202380952369,25.47,24.79,0.1987728233422911,25.161238095238097
P13,D1,6.986791,5.003803,0.39657252268478616,5.848239733974361,92.58,87.93,1.3000153435401802,90.09128205128201,135.69,-117.5,12.26052033771326,0.018681891025641103,25.97,25.63,0.09481043221027458,25.80115384615389
P13,D2,5.67601,4.388202,0.2318818581112914,4.72989946835443,95.47,77.27,6.478858690528781,83.98506329113928,8.06,-5.26,1.0313137926022689,0.0029786392405063296,26.43,26.09,0.0994839810594764,26.257468354430458
P13,D3,7.620736,5.856262,0.3642623309415123,6.506570084112143,90.7,61.37,8.942206571486203,76.28897196261681,263.03,-215.51,20.108078998460005,-0.023360105140187173,27.41,27.03,0.10566480335784037,27.224766355140126
P13,D4,6.473423,5.255632,0.2915507724719133,5.729421069587631,106.98,94.38,3.5297974318356857,102.92391752577319,132.99,-133.34,11.013483573001315,-0.004780927835051593,27.73,27.45,0.07873666168288254,27.58855670103091
P13,D5,7.629707,5.743478,0.40896882965481596,6.7167051897590335,113.12,98.98,5.425127200584453,107.2067469879518,176.31,-170.02,18.233786660675733,-0.009841867469879723,27.97,27.75,0.06128342583992448,27.86951807228914
P13,D6,9.345387,6.818896,0.4436991257604629,7.520079825704223,109.1,73.42,11.413748129952259,91.99528169014083,281.24,-199.77,18.041591330852096,-0.023627860915492734,29.23,29.15,0.015414550471773576,29.19908450704211
P13,D7,9.731766,6.915834,0.49651712328305825,7.799119041666665,99.85,80.35,5.016831885964673,85.73157407407406,195.34,-145.07,18.225304360621283,0.019305555555555493,29.23,29.17,0.012182550629069706,29.198055555555374
P13,D8,10.062421,6.311936,0.796825121857171,7.646350121468928,104.13,82.98,6.784464516076593,91.97723163841806,142.09,-176.73,8.057823160933925,-0.014400600282485961,29.41,29.21,0.04948493286302987,29.32480225988696
P13,D9,7.806573,3.75431,0.7497668380553837,4.9122411454248365,97.92,69.88,6.28374427707421,80.6846405228759,205.05,-243.59,19.013574428208557,-0.006247957516339883,29.53,29.37,0.036423967250765424,29.43738562091505
P13,D10,4.008075,3.404345,0.16630597559099342,3.656833544117646,112.6,105.75,2.1951824785384013,108.89264705882353,62.13,-31.64,7.139426494061688,-0.04494944852941193,29.63,29.57,0.015787256657408023,29.597647058823576
P13,D11,4.750906,3.29156,0.34370450704990235,4.044102363636362,115.47,100.63,4.876290738218587,107.99636363636361,3.75,-3.78,0.7554711110846497,-0.002244318181818171,29.67,29.63,0.016582949586216034,29.645757575757642
P13,D12,4.866254,3.949881,0.22349678183751565,4.228610206521739,101.8,96.4,1.7771088346740809,99.28608695652176,2.28,-1.52,0.4872804066968909,-0.002201086956521743,29.73,29.67,0.014131996679454183,29.697391304347864
P13,D13,4.490734,3.69151,0.16442221332655962,3.9372525708955224,117.38,94.98,6.386365168334783,102.60223880597016,7.14,-4.92,0.6901253225404326,-0.0049370335820895506,29.85,29.73,0.027325283872058202,29.796417910447868
P15,D0,2.504327,1.990359,0.13433235359444323,2.249885677304965,103.22,76.73,9.339217190455336,93.13631205673755,7.94,-9.09,1.2164571040599033,0.008274601063829806,29.19,28.61,0.16775663143824468,28.933546099290826
P15,D1,3.097961,2.153137,0.19057901912155992,2.4556718207964625,105.87,83.25,6.256329078606958,98.80017699115042,7.09,-6.07,0.8880656418088451,0.0008075221238937993,29.55,29.33,0.06356628544173384,29.450353982300832
P15,D2,2.346676,1.905266,0.10338886674766319,2.0828778242574244,105.45,100.92,1.6152168416483754,103.55633663366335,4.11,-3.0,0.7099570194744804,0.001854888613861398,29.77,29.61,0.046549727543387355,29.68465346534642
P15,D3,2.939028,2.027529,0.198359616862471,2.351791270967739,203.43,90.5,43.872345004524924,146.62619354838702,3.4,-3.35,0.6722080365532573,0.0015846774193548389,30.17,29.93,0.058954180455621806,30.046451612903255
P15,D4,3.018495,2.25952,0.16718824121898426,2.50254400819672,206.27,144.38,16.617570793307504,191.50934426229506,7.75,-8.12,1.0765722488052945,0.001420338114754097,30.31,30.15,0.04084170134335889,30.233524590164038
P15,D5,2.57354,2.010866,0.13978029285263613,2.226172453488373,109.12,103.18,0.881514131069488,104.38317829457364,7.01,-7.69,1.1969005163823312,0.0014292635658914744,30.43,30.31,0.028761652132676434,30.369147286821693
P15,D6,2.937747,1.660458,0.3624260335308328,2.133537848484849,106.28,92.87,3.7456242675512277,99.11272727272731,8.45,-9.17,1.1163375076446034,-0.0003440656565656672,30.63,30.49,0.03035585175278411,30.547777777777732
P15,D7,1.660458,1.473327,0.044113926997594415,1.54671078174603,101.57,95.82,1.6301527457889249,98.09515873015869,5.27,-6.76,1.0251859187907262,-0.0016691468253968232,30.67,30.57,0.018095786176844084,30.617777777777608
