#timestamp,date_time,label
1645095050138,2022-02-17_12-50-50.138180,1
1645095079814,2022-02-17_12-51-19.814395,2
1645095103476,2022-02-17_12-51-43.476550,3
1645095143408,2022-02-17_12-52-23.408673,4
