#timestamp,tobii_system_timestamp,toii_device_timestamp,gaze_x,gaze_y,pupil_diameter,left_gaze_origin_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_user_coordinate_system,left_gaze_point_in_user_coordinate_system,left_gaze_point_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_x,left_gaze_y,left_pupil_validity,left_pupil,right_gaze_origin_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_user_coordinate_system,right_gaze_point_in_user_coordinate_system,right_gaze_point_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_x,right_gaze_y,right_pupil_validity,right_pupil
1645108043273.194,422459365051,14335590238,953.124046,663.553798,2.440659,1,-1.138270,39.491127,824.634094,3.178434,161.653259,0.487583,0.413649,0.506136,0.524069,1,2.365967,1,62.838142,14.211102,821.396301,-6.888554,144.073776,0.376957,0.472220,0.486702,0.581854,1,2.515350
1645108043284.197,422459376154,14335601341,951.373472,668.236363,2.441109,1,-1.242081,39.514603,824.879211,2.259365,160.319275,0.487761,0.413621,0.504362,0.528454,1,2.362717,1,62.802082,14.243131,821.571167,-6.914119,143.033554,0.377042,0.472153,0.486652,0.585273,1,2.519501
1645108043296.1929,422459387257,14335612444,954.923658,674.463272,2.442238,1,-1.341228,39.536804,824.995483,3.335156,159.132111,0.487932,0.413582,0.506439,0.532357,1,2.364166,1,62.723343,14.304131,821.714172,-6.074267,141.063370,0.377197,0.472017,0.488274,0.591749,1,2.520309
1645108043306.191,422459398361,14335623548,962.174692,669.113231,2.417496,1,-1.404421,39.567776,825.153992,4.806476,159.385803,0.488040,0.413527,0.509279,0.531522,1,2.348465,1,62.675529,14.358493,821.906555,-3.632987,143.522354,0.377305,0.471899,0.492986,0.583666,1,2.486526
1645108043318.192,422459409464,14335634651,960.660152,671.032906,2.420189,1,-1.472236,39.611534,825.234619,4.039076,157.362030,0.488157,0.413435,0.507797,0.538175,1,2.351471,1,62.633797,14.386368,821.966980,-3.682811,144.572784,0.377385,0.471837,0.492890,0.580213,1,2.488907
1645108043329.199,422459420567,14335645754,960.820627,667.103362,2.411957,1,-1.528563,39.662086,825.333313,3.630837,157.039597,0.488253,0.413329,0.507009,0.539235,1,2.333878,1,62.571255,14.428857,822.089111,-3.188018,146.887650,0.377509,0.471743,0.493845,0.572604,1,2.490036
1645108043339.191,422459431670,14335656857,956.371679,673.896289,2.435722,1,-1.572598,39.691559,825.380920,1.176531,156.127197,0.488329,0.413266,0.502271,0.542234,1,2.346405,1,62.515373,14.453698,822.150085,-3.134332,144.355774,0.377613,0.471688,0.493949,0.580927,1,2.525040
1645108043351.192,422459442773,14335667960,957.717104,669.503331,2.418488,1,-1.634023,39.720345,825.492493,2.921998,157.964600,0.488434,0.413212,0.505641,0.536194,1,2.329758,1,62.492237,14.480569,822.230286,-4.153799,144.745758,0.377664,0.471629,0.491981,0.579645,1,2.507217
1645108043362.192,422459453876,14335679063,963.165035,671.098709,2.416382,1,-1.705100,39.731750,825.544128,6.706198,158.011093,0.488556,0.413191,0.512946,0.536041,1,2.333908,1,62.442913,14.513697,822.292297,-4.998353,143.890320,0.377757,0.471554,0.490351,0.582457,1,2.498856
1645108043373.1912,422459464980,14335690166,963.496599,662.337971,2.403404,1,-1.733509,39.736252,825.609070,6.544946,159.467316,0.488605,0.413188,0.512635,0.531255,1,2.320831,1,62.411072,14.530026,822.370850,-4.658206,146.876205,0.377822,0.471520,0.491007,0.572642,1,2.485977
