#timestamp,tobii_system_timestamp,gaze_x,gaze_y,pupil_diameter,left_gaze_x,left_gaze_y,left_pupil,right_gaze_x,right_gaze_y,right_pupil
1644848850257.063,163178750195,790.351181,597.050571,2.393402,0.420978,0.529179,2.42627,0.402305,0.465905,2.360535
1644848850271.068,163178761299,790.992537,598.599046,2.388824,0.419621,0.529186,2.429367,0.404329,0.468479,2.348282
1644848850278.065,163178772402,791.429558,599.534297,2.374924,0.419524,0.52811,2.428299,0.404882,0.471114,2.321548
1644848850290.068,163178783505,792.501726,599.372095,2.378181,0.419514,0.524667,2.429703,0.406009,0.474287,2.32666
1644848850301.065,163178794608,792.494316,598.269242,2.375237,0.421302,0.522614,2.42189,0.404213,0.474501,2.328583
1644848850311.6309,163178805711,792.192249,599.470639,2.375557,0.421775,0.525784,2.422211,0.403425,0.473334,2.328903
1644848850322.634,163178816814,795.209112,601.03265,2.370186,0.422902,0.528439,2.420822,0.40544,0.473283,2.31955
1644848850334.6318,163178827917,796.371803,600.901848,2.369354,0.423795,0.529883,2.420868,0.405759,0.47162,2.317841
1644848850345.6309,163178839021,790.890226,600.950307,2.367004,0.420175,0.52786,2.415741,0.403669,0.473724,2.318268
1644848850356.632,163178850124,776.927605,599.727434,2.364555,0.416073,0.525412,2.40358,0.393227,0.474134,2.325531
1644848850367.6309,163178861227,763.843002,599.03596,2.363838,0.408188,0.524134,2.404587,0.387482,0.47426,2.32309
1644848850378.644,163178872331,764.619341,597.476399,2.364029,0.408097,0.523082,2.407852,0.388381,0.472712,2.320206
1644848850389.631,163178883434,767.656002,594.604486,2.365433,0.40782,0.522467,2.416809,0.391822,0.46854,2.314056
1644848850400.633,163178894537,767.171431,593.75512,2.368767,0.406786,0.523059,2.424149,0.392351,0.466533,2.313385
1644848850411.634,163178905640,765.115271,593.758321,2.364944,0.406323,0.522512,2.418045,0.390672,0.467085,2.311844
1644848850423.63,163178916743,764.713039,595.735502,2.367424,0.407748,0.524085,2.421585,0.388828,0.468807,2.313263
1644848850434.633,163178927847,764.528017,595.663923,2.362587,0.40777,0.521577,2.408829,0.388614,0.471196,2.316345
1644848850444.631,163178938950,764.882154,595.037842,2.364128,0.408467,0.522122,2.40834,0.388285,0.469608,2.319916
1644848850456.63,163178950053,762.079096,595.833439,2.35743,0.40662,0.520715,2.400192,0.387212,0.47234,2.314667
1644848850467.635,163178961156,759.181194,596.166319,2.357918,0.405481,0.525993,2.406845,0.385333,0.467618,2.30899
1644848850478.638,163178972259,759.82338,598.81264,2.356514,0.405506,0.529104,2.407181,0.385976,0.468917,2.305847
1644848850489.6309,163178983363,761.505289,597.693336,2.356804,0.406009,0.531932,2.405853,0.387226,0.464223,2.307755
1644848850501.631,163178994466,762.937803,599.630195,2.34919,0.405941,0.53128,2.394897,0.388786,0.468104,2.303482
1644848850511.632,163179005569,762.623091,597.704262,2.349335,0.404991,0.528418,2.398819,0.389408,0.467756,2.29985
1644848850522.633,163179016673,764.239025,597.640407,2.350052,0.405347,0.52696,2.392441,0.390735,0.469108,2.307663
1644848850534.6292,163179027776,767.377682,593.081886,2.346176,0.408753,0.521308,2.382156,0.390599,0.467162,2.310196
1644848850544.6392,163179038879,765.880451,593.710202,2.340935,0.409394,0.523825,2.371597,0.388398,0.465692,2.310272
1644848850556.634,163179049982,762.627068,594.910061,2.342293,0.409104,0.525041,2.3797,0.385299,0.466476,2.304886
1644848850567.649,163179061085,758.876524,595.851821,2.341942,0.406008,0.526232,2.376648,0.384489,0.466855,2.307236
1644848850578.632,163179072188,759.31509,595.770675,2.344261,0.404476,0.526494,2.379639,0.386477,0.466457,2.308884
1644848850590.082,163179083291,762.573853,589.138502,2.32814,0.405919,0.525217,2.368057,0.388429,0.456681,2.288223
1644848850600.6328,163179094395,767.105856,591.453588,2.333054,0.408956,0.527585,2.376297,0.390113,0.458171,2.28981
1644848850611.6309,163179105499,769.216776,590.762901,2.332405,0.411492,0.525257,2.375656,0.389776,0.459348,2.289154
1644848850622.631,163179116602,768.620968,592.355669,2.345543,0.409565,0.524136,2.386261,0.391081,0.463123,2.304825
1644848850634.629,163179127705,765.839367,591.26299,2.34375,0.40797,0.523331,2.382126,0.38978,0.462107,2.305374
1644848850644.632,163179138808,764.951277,591.73733,2.35173,0.406608,0.522881,2.381058,0.390216,0.463348,2.322403
1644848850656.6328,163179149911,764.283171,595.831883,2.35302,0.407704,0.523193,2.380783,0.388424,0.46986,2.325256
1644848850667.632,163179161014,763.549404,594.037414,2.355286,0.406184,0.524303,2.384567,0.38918,0.46576,2.326004
1644848850678.632,163179172117,763.182936,592.05122,2.346535,0.405907,0.522807,2.385986,0.389075,0.463945,2.307083
1644848850689.631,163179183220,765.435076,591.231573,2.344894,0.407215,0.522625,2.38472,0.390113,0.462761,2.305069
1644848850700.63,163179194324,766.652155,590.333033,2.3452,0.409375,0.520199,2.384842,0.389221,0.463689,2.305557
1644848850711.633,163179205427,765.737829,590.837002,2.346306,0.409042,0.52166,2.386307,0.388602,0.463068,2.306305
1644848850722.6309,163179216531,765.110893,591.834104,2.345947,0.408714,0.523187,2.38443,0.388277,0.463204,2.307465
1644848850733.634,163179227634,762.749348,592.227584,2.343651,0.406754,0.523768,2.386154,0.387776,0.463278,2.301147
1644848850744.631,163179238737,762.211275,593.377769,2.342384,0.406761,0.525859,2.384003,0.387209,0.463103,2.300766
1644848850756.632,163179249840,759.717093,592.895973,2.342567,0.406188,0.525514,2.387207,0.385184,0.462646,2.297928
1644848850767.632,163179260943,759.728909,590.434599,2.337807,0.406568,0.522459,2.37616,0.384816,0.461599,2.299454
1644848850778.6309,163179272046,759.420261,589.41949,2.339592,0.406245,0.519617,2.374161,0.384817,0.462749,2.305023
1644848850789.6309,163179283150,758.479357,588.143903,2.341675,0.405346,0.519227,2.375336,0.384737,0.461012,2.308014
1644848850800.629,163179294253,758.410835,591.906399,2.351974,0.405927,0.522508,2.394638,0.384084,0.464002,2.309311
1644848850811.6318,163179305356,758.492117,591.175318,2.349121,0.406018,0.523209,2.398697,0.384078,0.462083,2.299545
1644848850822.629,163179316459,761.293459,592.016423,2.34391,0.406228,0.521867,2.39621,0.386786,0.464827,2.291611
1644848850834.636,163179327563,769.004116,592.493069,2.340271,0.407975,0.519313,2.386871,0.393071,0.468175,2.293671
1644848850844.6318,163179338666,786.864452,593.399101,2.350777,0.418269,0.517393,2.393478,0.401382,0.471606,2.308075
1644848850856.635,163179349769,808.869925,590.799505,2.35833,0.426562,0.51654,2.397522,0.41601,0.468126,2.319138
1644848850867.6318,163179360872,832.541914,590.472919,2.364609,0.441757,0.517021,2.405487,0.425474,0.4671,2.32373
1644848850877.6309,163179371976,831.409807,588.733953,2.357712,0.441013,0.516516,2.400726,0.425039,0.464708,2.314697
1644848850889.631,163179383079,831.763773,588.06619,2.357994,0.442058,0.514666,2.403366,0.424363,0.465444,2.312622
1644848850900.63,163179394182,837.63299,585.001838,2.351524,0.445677,0.513332,2.397491,0.426858,0.461671,2.305557
1644848850911.633,163179405285,841.720648,586.719865,2.350983,0.447807,0.514893,2.398376,0.428986,0.462973,2.303589
1644848850922.6338,163179416388,838.623505,588.495719,2.345322,0.445877,0.516116,2.391861,0.427689,0.46471,2.298782
1644848850934.629,163179427491,835.258026,591.626948,2.347267,0.443351,0.521039,2.395615,0.426709,0.465006,2.29892
1644848850944.629,163179438595,836.499109,590.458131,2.347305,0.4439,0.518632,2.393066,0.427453,0.465465,2.301544
1644848850957.633,163179449698,838.839369,589.370245,2.350449,0.444755,0.519093,2.395538,0.429036,0.46319,2.305359
1644848850968.635,163179460802,836.708221,586.625987,2.349419,0.444888,0.511139,2.39537,0.426683,0.466571,2.303467
1644848850978.6328,163179471905,835.698252,588.937032,2.350113,0.444835,0.515417,2.397354,0.425684,0.466145,2.302872
1644848850989.633,163179483008,836.476908,590.792567,2.349503,0.446123,0.516193,2.399155,0.425207,0.468461,2.29985
1644848851000.63,163179494111,840.005465,592.840683,2.350693,0.448051,0.520166,2.398529,0.426955,0.467901,2.302856
1644848851011.642,163179505214,839.833059,592.769963,2.354324,0.448941,0.519846,2.405304,0.425885,0.468104,2.303345
1644848851022.6309,163179516317,836.290426,591.910225,2.353401,0.447412,0.51906,2.401199,0.423724,0.467457,2.305603
1644848851034.63,163179527420,833.112803,589.047754,2.352074,0.443956,0.515076,2.40387,0.42387,0.46667,2.300278
1644848851045.6282,163179538523,832.213154,587.144208,2.346649,0.441687,0.512532,2.395905,0.425202,0.466042,2.297394
1644848851055.635,163179549628,835.277538,585.395443,2.34597,0.4427,0.512471,2.395935,0.427381,0.463188,2.296005
1644848851067.631,163179560731,835.665293,587.377381,2.344597,0.445604,0.515176,2.391861,0.42488,0.463786,2.297333
1644848851077.628,163179571834,834.884892,587.383926,2.346291,0.445234,0.515036,2.395065,0.424438,0.463938,2.297516
1644848851089.635,163179582937,835.089741,587.108803,2.344414,0.445912,0.515789,2.392426,0.423973,0.462726,2.296402
1644848851100.63,163179594040,835.64784,587.081301,2.341866,0.446515,0.517861,2.396896,0.423952,0.460608,2.286835
1644848851111.6309,163179605143,835.580177,587.152934,2.341156,0.446732,0.516958,2.39325,0.423664,0.46163,2.289062
1644848851122.631,163179616246,836.300812,587.797827,2.346336,0.446661,0.51619,2.39798,0.424486,0.463473,2.294693
1644848851133.631,163179627349,836.607542,585.590458,2.3479,0.446057,0.512597,2.393448,0.42541,0.463387,2.302353
1644848851144.632,163179638453,836.102371,584.319127,2.346291,0.444476,0.51276,2.390015,0.426464,0.461105,2.302567
1644848851155.631,163179649556,833.934088,583.857822,2.344139,0.443716,0.513437,2.386581,0.424966,0.459659,2.301697
1644848851167.636,163179660660,832.480145,587.674946,2.347481,0.441158,0.519314,2.392242,0.426009,0.460144,2.302719
1644848851177.6309,163179671763,824.527845,590.553635,2.352753,0.43845,0.524247,2.399231,0.420434,0.460009,2.306274
1644848851189.6511,163179682866,813.75515,593.684524,2.354233,0.433534,0.525404,2.401031,0.414128,0.46407,2.307434
1644848851200.645,163179693969,798.956251,590.341491,2.345436,0.423483,0.521997,2.387985,0.408763,0.461906,2.302887
1644848851211.628,163179705072,799.113207,588.993913,2.347847,0.423479,0.518677,2.391968,0.408931,0.46298,2.303726
