,data,timestamp,participant,document,val,arou,eng
0,0.325537,1645110832.0,P12,D08,0,0,1
1,0.326818,1645110832.25,P12,D08,0,0,1
2,0.326818,1645110832.5,P12,D08,0,0,1
3,0.3281,1645110832.75,P12,D08,0,0,1
4,0.326818,1645110833.0,P12,D08,0,0,1
5,0.3281,1645110833.25,P12,D08,0,0,1
6,0.325537,1645110833.5,P12,D08,0,0,1
7,0.325537,1645110833.75,P12,D08,0,0,1
8,0.326818,1645110834.0,P12,D08,0,0,1
9,0.325537,1645110834.25,P12,D08,0,0,1
10,0.326818,1645110834.5,P12,D08,0,0,1
11,0.3281,1645110834.75,P12,D08,0,0,1
12,0.325537,1645110835.0,P12,D08,0,0,1
13,0.326818,1645110835.25,P12,D08,0,0,1
14,0.3281,1645110835.5,P12,D08,0,0,1
15,0.325537,1645110835.75,P12,D08,0,0,1
16,0.326818,1645110836.0,P12,D08,0,0,1
17,0.325537,1645110836.25,P12,D08,0,0,1
18,0.3281,1645110836.5,P12,D08,0,0,1
19,0.325537,1645110836.75,P12,D08,0,0,1
20,0.3281,1645110837.0,P12,D08,0,0,1
21,0.326818,1645110837.25,P12,D08,0,0,1
22,0.329381,1645110837.5,P12,D08,0,0,1
23,0.3281,1645110837.75,P12,D08,0,0,1
24,0.326818,1645110838.0,P12,D08,0,0,1
25,0.330663,1645110838.25,P12,D08,0,0,1
26,0.326818,1645110838.5,P12,D08,0,0,1
27,0.3281,1645110838.75,P12,D08,0,0,1
28,0.326818,1645110839.0,P12,D08,0,0,1
29,0.3281,1645110839.25,P12,D08,0,0,1
30,0.3281,1645110839.5,P12,D08,0,0,1
31,0.326818,1645110839.75,P12,D08,0,0,1
32,0.3281,1645110840.0,P12,D08,0,0,1
33,0.3281,1645110840.25,P12,D08,0,0,1
34,0.3281,1645110840.5,P12,D08,0,0,1
35,0.3281,1645110840.75,P12,D08,0,0,1
36,0.3281,1645110841.0,P12,D08,0,0,1
37,0.3281,1645110841.25,P12,D08,0,0,1
38,0.326818,1645110841.5,P12,D08,0,0,1
39,0.3281,1645110841.75,P12,D08,0,0,1
40,0.3281,1645110842.0,P12,D08,0,0,1
41,0.3281,1645110842.25,P12,D08,0,0,1
42,0.3281,1645110842.5,P12,D08,0,0,1
43,0.3281,1645110842.75,P12,D08,0,0,1
44,0.3281,1645110843.0,P12,D08,0,0,1
45,0.326818,1645110843.25,P12,D08,0,0,1
46,0.326818,1645110843.5,P12,D08,0,0,1
47,0.329381,1645110843.75,P12,D08,0,0,1
48,0.325537,1645110844.0,P12,D08,0,0,1
49,0.329381,1645110844.25,P12,D08,0,0,1
50,0.329381,1645110844.5,P12,D08,0,0,1
51,0.3281,1645110844.75,P12,D08,0,0,1
52,0.3281,1645110845.0,P12,D08,0,0,1
53,0.3281,1645110845.25,P12,D08,0,0,1
54,0.329381,1645110845.5,P12,D08,0,0,1
55,0.3281,1645110845.75,P12,D08,0,0,1
56,0.3281,1645110846.0,P12,D08,0,0,1
57,0.3281,1645110846.25,P12,D08,0,0,1
58,0.3281,1645110846.5,P12,D08,0,0,1
59,0.329381,1645110846.75,P12,D08,0,0,1
60,0.3281,1645110847.0,P12,D08,0,0,1
61,0.329381,1645110847.25,P12,D08,0,0,1
62,0.3281,1645110847.5,P12,D08,0,0,1
63,0.3281,1645110847.75,P12,D08,0,0,1
64,0.3281,1645110848.0,P12,D08,0,0,1
65,0.3281,1645110848.25,P12,D08,0,0,1
66,0.3281,1645110848.5,P12,D08,0,0,1
67,0.329381,1645110848.75,P12,D08,0,0,1
68,0.3281,1645110849.0,P12,D08,0,0,1
69,0.330663,1645110849.25,P12,D08,0,0,1
70,0.3281,1645110849.5,P12,D08,0,0,1
71,0.3281,1645110849.75,P12,D08,0,0,1
72,0.330663,1645110850.0,P12,D08,0,0,1
73,0.329381,1645110850.25,P12,D08,0,0,1
74,0.3281,1645110850.5,P12,D08,0,0,1
75,0.326818,1645110850.75,P12,D08,0,0,1
76,0.3281,1645110851.0,P12,D08,0,0,1
77,0.329381,1645110851.25,P12,D08,0,0,1
78,0.3281,1645110851.5,P12,D08,0,0,1
79,0.3281,1645110851.75,P12,D08,0,0,1
80,0.3281,1645110852.0,P12,D08,0,0,1
81,0.3281,1645110852.25,P12,D08,0,0,1
82,0.329381,1645110852.5,P12,D08,0,0,1
83,0.3281,1645110852.75,P12,D08,0,0,1
84,0.329381,1645110853.0,P12,D08,0,0,1
85,0.3281,1645110853.25,P12,D08,0,0,1
86,0.3281,1645110853.5,P12,D08,0,0,1
87,0.329381,1645110853.75,P12,D08,0,0,1
88,0.3281,1645110854.0,P12,D08,0,0,1
89,0.329381,1645110854.25,P12,D08,0,0,1
90,0.326818,1645110854.5,P12,D08,0,0,1
91,0.329381,1645110854.75,P12,D08,0,0,1
92,0.329381,1645110855.0,P12,D08,0,0,1
