#timestamp,date_time,label
1645102362231,2022-02-17_14-52-42.231626,1
1645102416418,2022-02-17_14-53-36.418233,2
1645102459676,2022-02-17_14-54-19.676741,3
1645102495884,2022-02-17_14-54-55.884117,4
1645102539382,2022-02-17_14-55-39.382291,5
1645102591597,2022-02-17_14-56-31.597698,6
1645102621204,2022-02-17_14-57-01.204081,7
