#timestamp,date_time,label
1644834152226,2022-02-14_12-22-32.226773,1
1644834198798,2022-02-14_12-23-18.798991,2
1644834230132,2022-02-14_12-23-50.132594,3
1644834264628,2022-02-14_12-24-24.628506,4
1644834302871,2022-02-14_12-25-02.871671,5
1644834335902,2022-02-14_12-25-35.902793,6
1644834365054,2022-02-14_12-26-05.054485,7
