#timestamp,tobii_system_timestamp,toii_device_timestamp,gaze_x,gaze_y,pupil_diameter,left_gaze_origin_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_user_coordinate_system,left_gaze_point_in_user_coordinate_system,left_gaze_point_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_x,left_gaze_y,left_pupil_validity,left_pupil,right_gaze_origin_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_user_coordinate_system,right_gaze_point_in_user_coordinate_system,right_gaze_point_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_x,right_gaze_y,right_pupil_validity,right_pupil
1645439986902.467,276922758093,2850689973,974.308491,719.062364,2.405067,1,-16.838470,74.343559,583.907288,6.774466,141.255844,0.526224,0.262851,0.513078,0.591116,1,2.335846,1,44.847996,78.600861,583.003479,0.946178,136.325989,0.375824,0.249520,0.501827,0.607321,1,2.474289
1645439986913.467,276922769197,2850701077,973.388157,717.619872,2.402298,1,-16.890306,74.608543,584.167603,6.870008,141.679474,0.526330,0.262098,0.513263,0.589724,1,2.330353,1,44.820099,78.780060,583.170837,0.354071,136.633774,0.375922,0.249010,0.500683,0.606309,1,2.474243
1645439986924.467,276922780300,2850712180,971.349621,719.100988,2.403343,1,-16.944223,74.822838,584.365601,6.412789,141.525116,0.526445,0.261484,0.512380,0.590231,1,2.331360,1,44.765480,79.054901,583.411377,-0.288679,136.037140,0.376098,0.248223,0.499443,0.608270,1,2.475327
1645439986936.467,276922791403,2850723283,971.001034,717.881799,2.400826,1,-17.004923,75.007874,584.598999,5.236177,142.378235,0.526575,0.260981,0.510108,0.587427,1,2.316864,1,44.692352,79.312080,583.709473,0.699831,135.802200,0.376330,0.247518,0.501351,0.609043,1,2.484787
1645439986946.468,276922802506,2850734386,969.017143,717.603707,2.406296,1,-17.116589,75.217407,584.986389,3.637027,142.270523,0.526818,0.260461,0.507021,0.587781,1,2.324112,1,44.636166,79.471626,583.961060,1.228458,136.050934,0.376513,0.247111,0.502372,0.608225,1,2.488480
1645439986957.4648,276922813609,2850745489,967.607746,718.601811,2.398750,1,-17.255444,75.368034,585.223877,3.476815,141.968018,0.527137,0.260071,0.506712,0.588775,1,2.313828,1,44.494041,79.699570,584.249756,0.628211,135.847351,0.376910,0.246497,0.501213,0.608894,1,2.483673
1645439986969.468,276922824712,2850756592,968.006115,720.018375,2.394737,1,-17.427790,75.502228,585.395447,3.685403,141.457703,0.527543,0.259706,0.507115,0.590453,1,2.314484,1,44.296894,79.918465,584.493958,0.634611,135.639420,0.377433,0.245892,0.501225,0.609578,1,2.474991
1645439986980.468,276922835815,2850767695,971.902199,720.690036,2.396065,1,-17.707123,75.694519,585.788452,4.947954,140.988815,0.528191,0.259244,0.509552,0.591994,1,2.317734,1,44.145233,80.071671,584.769653,1.474272,135.767776,0.377852,0.245516,0.502846,0.609156,1,2.474396
1645439987042.47,276922846919,2850778798,975.429840,720.158386,2.402122,1,-17.996017,75.860634,586.052124,5.215641,141.779221,0.528872,0.258813,0.510069,0.589396,1,2.323059,1,43.851219,80.308174,585.106201,3.110080,135.246887,0.378626,0.244895,0.506004,0.610868,1,2.481186
1645439987042.47,276922858023,2850789902,975.021057,719.366670,2.407280,1,-18.303564,76.038628,586.287048,5.771107,139.920929,0.529599,0.258332,0.511141,0.595504,1,2.332809,1,43.506557,80.558762,585.445068,2.334029,137.506668,0.379522,0.244230,0.504506,0.603440,1,2.481750
