#timestamp,date_time,label
1644573393441,2022-02-11_11-56-33.441427,1
1644573444707,2022-02-11_11-57-24.707235,2
1644573479214,2022-02-11_11-57-59.214204,3
1644573532053,2022-02-11_11-58-52.053709,4
1644573572968,2022-02-11_11-59-32.968085,5
1644573612226,2022-02-11_12-00-12.226846,6
